INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;GEN_FACT;GEN_PLAN
0;01.01.2018 0:00:00;1;0;83814;87710;87888
1;01.01.2018 0:00:00;1;0;81704;85233;85510
2;01.01.2018 0:00:00;1;0;80010;83741;84460
3;01.01.2018 0:00:00;1;0;80003;83798;84386
4;01.01.2018 0:00:00;1;0;80248;84378;84397
5;01.01.2018 0:00:00;1;0;80058;84143;84891
6;01.01.2018 0:00:00;1;0;80433;84165;85180
7;01.01.2018 0:00:00;1;0;81109;85276;86789
8;01.01.2018 0:00:00;1;0;82502;86933;88113
9;01.01.2018 0:00:00;1;0;83753;88465;88934
10;01.01.2018 0:00:00;1;0;84670;89275;89841
11;01.01.2018 0:00:00;1;0;85468;89933;90293
12;01.01.2018 0:00:00;1;0;85436;89943;90815
13;01.01.2018 0:00:00;1;0;86766;91052;91856
14;01.01.2018 0:00:00;1;0;88626;93150;93323
15;01.01.2018 0:00:00;1;0;91367;95876;96068
16;01.01.2018 0:00:00;1;0;92148;96927;97335
17;01.01.2018 0:00:00;1;0;92211;97010;97021
18;01.01.2018 0:00:00;1;0;91606;95702;96237
19;01.01.2018 0:00:00;1;0;90504;94641;95430
20;01.01.2018 0:00:00;1;0;89252;93501;93295
21;01.01.2018 0:00:00;1;0;86296;90875;90924
22;01.01.2018 0:00:00;1;0;83558;87755;88228
23;01.01.2018 0:00:00;1;0;81522;85714;86256
0;02.01.2018 0:00:00;1;0;79422;84178;84709
1;02.01.2018 0:00:00;1;0;78674;83471;83860
2;02.01.2018 0:00:00;1;0;78254;83432;83493
3;02.01.2018 0:00:00;1;0;79050;84077;84180
4;02.01.2018 0:00:00;1;0;80162;85029;85335
5;02.01.2018 0:00:00;1;0;81680;86471;87040
6;02.01.2018 0:00:00;1;0;83377;88672;88501
7;02.01.2018 0:00:00;1;0;85809;91118;90766
8;02.01.2018 0:00:00;1;0;88237;93218;92170
9;02.01.2018 0:00:00;1;0;89676;94532;93390
10;02.01.2018 0:00:00;1;0;90147;94510;94311
11;02.01.2018 0:00:00;1;0;90334;95000;94858
12;02.01.2018 0:00:00;1;0;90088;95134;95072
13;02.01.2018 0:00:00;1;0;90695;95922;95746
14;02.01.2018 0:00:00;1;0;92043;97297;97341
15;02.01.2018 0:00:00;1;0;94788;100020;100114
16;02.01.2018 0:00:00;1;0;95121;100408;100835
17;02.01.2018 0:00:00;1;0;94610;100104;100159
18;02.01.2018 0:00:00;1;0;93878;98716;98917
19;02.01.2018 0:00:00;1;0;92714;97649;97424
20;02.01.2018 0:00:00;1;0;90454;95617;95412
21;02.01.2018 0:00:00;1;0;87453;92364;92430
22;02.01.2018 0:00:00;1;0;84811;89524;89398
23;02.01.2018 0:00:00;1;0;82207;86695;87056
0;03.01.2018 0:00:00;1;0;80440;85265;85355
1;03.01.2018 0:00:00;1;0;79308;84193;84332
2;03.01.2018 0:00:00;1;0;79458;84090;84045
3;03.01.2018 0:00:00;1;0;79974;85382;84591
4;03.01.2018 0:00:00;1;0;81553;87328;86502
5;03.01.2018 0:00:00;1;0;83934;89293;88554
6;03.01.2018 0:00:00;1;0;85831;92002;90861
7;03.01.2018 0:00:00;1;0;88749;94790;93347
8;03.01.2018 0:00:00;1;0;90970;96507;95341
9;03.01.2018 0:00:00;1;0;92540;97983;96729
10;03.01.2018 0:00:00;1;0;92908;98618;97172
11;03.01.2018 0:00:00;1;0;93011;98827;97671
12;03.01.2018 0:00:00;1;0;92756;98338;97841
13;03.01.2018 0:00:00;1;0;93626;99245;98625
14;03.01.2018 0:00:00;1;0;95089;101559;99908
15;03.01.2018 0:00:00;1;0;97100;102868;102298
16;03.01.2018 0:00:00;1;0;97789;103663;103507
17;03.01.2018 0:00:00;1;0;97064;103613;102420
18;03.01.2018 0:00:00;1;0;96058;101838;101353
19;03.01.2018 0:00:00;1;0;94354;100284;99336
20;03.01.2018 0:00:00;1;0;91621;96969;96867
21;03.01.2018 0:00:00;1;0;88479;93736;93786
22;03.01.2018 0:00:00;1;0;85379;90712;90690
23;03.01.2018 0:00:00;1;0;83101;87968;87634
0;04.01.2018 0:00:00;1;0;81122;86082;85987
1;04.01.2018 0:00:00;1;0;80316;85285;85217
2;04.01.2018 0:00:00;1;0;80765;85495;84811
3;04.01.2018 0:00:00;1;0;80654;86269;86041
4;04.01.2018 0:00:00;1;0;82562;88170;87952
5;04.01.2018 0:00:00;1;0;84758;90825;90498
6;04.01.2018 0:00:00;1;0;87093;93576;92868
7;04.01.2018 0:00:00;1;0;90728;96306;95190
8;04.01.2018 0:00:00;1;0;92887;98171;97447
9;04.01.2018 0:00:00;1;0;93839;98928;99001
10;04.01.2018 0:00:00;1;0;94432;99493;99053
11;04.01.2018 0:00:00;1;0;94463;99786;99016
12;04.01.2018 0:00:00;1;0;94095;99735;99324
13;04.01.2018 0:00:00;1;0;95020;101109;99701
14;04.01.2018 0:00:00;1;0;96489;102477;101609
15;04.01.2018 0:00:00;1;0;99206;104615;103969
16;04.01.2018 0:00:00;1;0;99187;104197;105052
17;04.01.2018 0:00:00;1;0;98793;103748;104491
18;04.01.2018 0:00:00;1;0;97562;102205;102874
19;04.01.2018 0:00:00;1;0;95650;100599;101102
20;04.01.2018 0:00:00;1;0;93297;98252;98884
21;04.01.2018 0:00:00;1;0;89825;95120;95682
22;04.01.2018 0:00:00;1;0;86512;91963;92301
23;04.01.2018 0:00:00;1;0;83867;88441;89352
0;05.01.2018 0:00:00;1;0;82070;86938;87786
1;05.01.2018 0:00:00;1;0;81274;86449;87013
2;05.01.2018 0:00:00;1;0;81574;87153;86437
3;05.01.2018 0:00:00;1;0;81546;87502;87584
4;05.01.2018 0:00:00;1;0;83741;89562;89778
5;05.01.2018 0:00:00;1;0;86132;92030;92021
6;05.01.2018 0:00:00;1;0;88808;94711;94380
7;05.01.2018 0:00:00;1;0;91886;98031;97245
8;05.01.2018 0:00:00;1;0;94411;100342;99623
9;05.01.2018 0:00:00;1;0;95551;101540;100812
10;05.01.2018 0:00:00;1;0;95758;101577;101548
11;05.01.2018 0:00:00;1;0;95816;101459;101485
12;05.01.2018 0:00:00;1;0;95779;101726;101498
13;05.01.2018 0:00:00;1;0;96417;102764;102063
14;05.01.2018 0:00:00;1;0;98250;104513;104014
15;05.01.2018 0:00:00;1;0;100350;106520;106158
16;05.01.2018 0:00:00;1;0;100889;106832;106538
17;05.01.2018 0:00:00;1;0;100336;106297;106270
18;05.01.2018 0:00:00;1;0;98507;104476;104642
19;05.01.2018 0:00:00;1;0;96806;102580;102872
20;05.01.2018 0:00:00;1;0;94272;99690;100315
21;05.01.2018 0:00:00;1;0;90519;96259;97340
22;05.01.2018 0:00:00;1;0;87728;93331;93650
23;05.01.2018 0:00:00;1;0;85424;90798;89923
0;06.01.2018 0:00:00;1;0;83246;88041;88120
1;06.01.2018 0:00:00;1;0;82082;87417;87603
2;06.01.2018 0:00:00;1;0;81852;87147;87118
3;06.01.2018 0:00:00;1;0;82536;88283;88319
4;06.01.2018 0:00:00;1;0;84424;90687;90406
5;06.01.2018 0:00:00;1;0;86864;92503;92951
6;06.01.2018 0:00:00;1;0;89338;95315;95373
7;06.01.2018 0:00:00;1;0;91913;97676;97796
8;06.01.2018 0:00:00;1;0;94366;100233;99972
9;06.01.2018 0:00:00;1;0;95391;101068;100703
10;06.01.2018 0:00:00;1;0;96025;101114;101041
11;06.01.2018 0:00:00;1;0;96052;101804;100744
12;06.01.2018 0:00:00;1;0;96050;102029;101118
13;06.01.2018 0:00:00;1;0;96793;102638;102076
14;06.01.2018 0:00:00;1;0;98368;104105;103647
15;06.01.2018 0:00:00;1;0;100738;106354;105998
16;06.01.2018 0:00:00;1;0;100895;106106;106423
17;06.01.2018 0:00:00;1;0;99883;105118;105613
18;06.01.2018 0:00:00;1;0;98072;103506;104184
19;06.01.2018 0:00:00;1;0;96385;101542;102223
20;06.01.2018 0:00:00;1;0;94091;99334;99944
21;06.01.2018 0:00:00;1;0;90925;95507;95901
22;06.01.2018 0:00:00;1;0;88025;92305;92326
23;06.01.2018 0:00:00;1;0;85132;89716;90397
0;07.01.2018 0:00:00;1;0;83337;87834;88554
1;07.01.2018 0:00:00;1;0;82142;86983;87838
2;07.01.2018 0:00:00;1;0;81802;86905;87360
3;07.01.2018 0:00:00;1;0;81987;87364;88413
4;07.01.2018 0:00:00;1;0;83358;88806;89622
5;07.01.2018 0:00:00;1;0;85064;90331;91508
6;07.01.2018 0:00:00;1;0;86989;93036;93681
7;07.01.2018 0:00:00;1;0;89166;94534;95443
8;07.01.2018 0:00:00;1;0;91236;96234;97340
9;07.01.2018 0:00:00;1;0;92249;97312;98062
10;07.01.2018 0:00:00;1;0;92588;97816;98101
11;07.01.2018 0:00:00;1;0;92888;98023;97992
12;07.01.2018 0:00:00;1;0;92804;98032;98313
13;07.01.2018 0:00:00;1;0;93502;98984;98627
14;07.01.2018 0:00:00;1;0;94756;100226;100181
15;07.01.2018 0:00:00;1;0;97475;103210;103065
16;07.01.2018 0:00:00;1;0;98406;103780;103795
17;07.01.2018 0:00:00;1;0;98077;103181;103300
18;07.01.2018 0:00:00;1;0;96877;101906;101832
19;07.01.2018 0:00:00;1;0;95569;100639;100580
20;07.01.2018 0:00:00;1;0;93360;98382;98343
21;07.01.2018 0:00:00;1;0;90193;94931;95842
22;07.01.2018 0:00:00;1;0;86999;92062;92472
23;07.01.2018 0:00:00;1;0;84459;89648;90802
0;08.01.2018 0:00:00;1;0;82859;87713;88900
1;08.01.2018 0:00:00;1;0;81868;87192;87813
2;08.01.2018 0:00:00;1;0;81697;87335;87162
3;08.01.2018 0:00:00;1;0;82343;88242;88276
4;08.01.2018 0:00:00;1;0;83865;89903;90222
5;08.01.2018 0:00:00;1;0;86471;92186;92378
6;08.01.2018 0:00:00;1;0;88674;94447;94980
7;08.01.2018 0:00:00;1;0;92046;97547;97225
8;08.01.2018 0:00:00;1;0;94927;100553;99765
9;08.01.2018 0:00:00;1;0;96477;102097;100904
10;08.01.2018 0:00:00;1;0;97099;102432;101833
11;08.01.2018 0:00:00;1;0;96733;102250;102056
12;08.01.2018 0:00:00;1;0;96739;102374;102406
13;08.01.2018 0:00:00;1;0;97502;103546;102851
14;08.01.2018 0:00:00;1;0;99037;104918;104411
15;08.01.2018 0:00:00;1;0;101607;107437;106768
16;08.01.2018 0:00:00;1;0;102830;108560;107234
17;08.01.2018 0:00:00;1;0;102158;107828;106684
18;08.01.2018 0:00:00;1;0;100701;106061;105550
19;08.01.2018 0:00:00;1;0;98605;103686;103713
20;08.01.2018 0:00:00;1;0;95411;100671;101055
21;08.01.2018 0:00:00;1;0;91704;96580;97665
22;08.01.2018 0:00:00;1;0;88108;92725;94199
23;08.01.2018 0:00:00;1;0;85237;89711;91390
0;09.01.2018 0:00:00;1;0;83877;88669;90071
1;09.01.2018 0:00:00;1;0;83278;88441;88929
2;09.01.2018 0:00:00;1;0;83259;89019;89456
3;09.01.2018 0:00:00;1;0;85484;91392;92023
4;09.01.2018 0:00:00;1;0;89171;94741;95504
5;09.01.2018 0:00:00;1;0;94564;99702;100640
6;09.01.2018 0:00:00;1;0;99395;102574;104249
7;09.01.2018 0:00:00;1;0;102813;106593;107548
8;09.01.2018 0:00:00;1;0;104909;108456;108122
9;09.01.2018 0:00:00;1;0;104729;108617;107759
10;09.01.2018 0:00:00;1;0;104281;108004;107200
11;09.01.2018 0:00:00;1;0;103730;108150;107529
12;09.01.2018 0:00:00;1;0;103579;108087;107895
13;09.01.2018 0:00:00;1;0;104236;108441;108243
14;09.01.2018 0:00:00;1;0;105471;109273;109027
15;09.01.2018 0:00:00;1;0;106697;110580;110640
16;09.01.2018 0:00:00;1;0;107723;111244;111271
17;09.01.2018 0:00:00;1;0;106402;110062;109839
18;09.01.2018 0:00:00;1;0;104286;107258;107605
19;09.01.2018 0:00:00;1;0;101667;104852;105693
20;09.01.2018 0:00:00;1;0;98128;101611;102328
21;09.01.2018 0:00:00;1;0;93427;97072;97853
22;09.01.2018 0:00:00;1;0;90474;93626;94298
23;09.01.2018 0:00:00;1;0;87586;91649;91468
0;10.01.2018 0:00:00;1;0;85440;89909;90891
1;10.01.2018 0:00:00;1;0;85153;89724;90100
2;10.01.2018 0:00:00;1;0;85887;90645;90692
3;10.01.2018 0:00:00;1;0;87332;92597;92574
4;10.01.2018 0:00:00;1;0;91489;96548;96324
5;10.01.2018 0:00:00;1;0;96965;100897;101152
6;10.01.2018 0:00:00;1;0;101044;104725;104917
7;10.01.2018 0:00:00;1;0;104344;108630;108267
8;10.01.2018 0:00:00;1;0;104850;109032;109566
9;10.01.2018 0:00:00;1;0;105088;108550;109271
10;10.01.2018 0:00:00;1;0;103869;107428;108388
11;10.01.2018 0:00:00;1;0;103824;107776;108136
12;10.01.2018 0:00:00;1;0;103873;108058;107917
13;10.01.2018 0:00:00;1;0;103931;107773;108075
14;10.01.2018 0:00:00;1;0;105329;109172;109024
15;10.01.2018 0:00:00;1;0;107066;110656;110718
16;10.01.2018 0:00:00;1;0;107517;111746;111673
17;10.01.2018 0:00:00;1;0;106813;110736;110316
18;10.01.2018 0:00:00;1;0;104690;108113;108158
19;10.01.2018 0:00:00;1;0;102884;106273;106052
20;10.01.2018 0:00:00;1;0;99051;103328;103408
21;10.01.2018 0:00:00;1;0;94510;98839;99360
22;10.01.2018 0:00:00;1;0;91237;95498;95566
23;10.01.2018 0:00:00;1;0;88657;92819;92937
0;11.01.2018 0:00:00;1;0;87145;91601;91580
1;11.01.2018 0:00:00;1;0;86447;91054;90942
2;11.01.2018 0:00:00;1;0;87108;92052;92071
3;11.01.2018 0:00:00;1;0;88907;94048;93760
4;11.01.2018 0:00:00;1;0;92783;97849;97168
5;11.01.2018 0:00:00;1;0;98575;103098;102174
6;11.01.2018 0:00:00;1;0;102973;106481;106047
7;11.01.2018 0:00:00;1;0;105647;109314;109294
8;11.01.2018 0:00:00;1;0;106162;110102;110833
9;11.01.2018 0:00:00;1;0;105779;109801;110153
10;11.01.2018 0:00:00;1;0;104637;108583;109020
11;11.01.2018 0:00:00;1;0;104509;108417;108744
12;11.01.2018 0:00:00;1;0;104744;108739;108687
13;11.01.2018 0:00:00;1;0;105008;109209;108694
14;11.01.2018 0:00:00;1;0;106013;110233;109738
15;11.01.2018 0:00:00;1;0;107964;111983;111602
16;11.01.2018 0:00:00;1;0;108544;112504;112159
17;11.01.2018 0:00:00;1;0;107744;111627;110920
18;11.01.2018 0:00:00;1;0;105523;109039;108737
19;11.01.2018 0:00:00;1;0;103296;107128;106389
20;11.01.2018 0:00:00;1;0;99600;103710;103747
21;11.01.2018 0:00:00;1;0;95366;99413;99114
22;11.01.2018 0:00:00;1;0;91727;95354;95557
23;11.01.2018 0:00:00;1;0;89329;93255;93901
0;12.01.2018 0:00:00;1;0;87811;92815;92840
1;12.01.2018 0:00:00;1;0;86975;91808;92050
2;12.01.2018 0:00:00;1;0;87536;92829;92956
3;12.01.2018 0:00:00;1;0;89696;94640;94754
4;12.01.2018 0:00:00;1;0;93157;98735;98395
5;12.01.2018 0:00:00;1;0;99571;103557;103378
6;12.01.2018 0:00:00;1;0;104271;108096;107451
7;12.01.2018 0:00:00;1;0;107535;111161;110159
8;12.01.2018 0:00:00;1;0;108025;111606;111621
9;12.01.2018 0:00:00;1;0;107835;111132;111354
10;12.01.2018 0:00:00;1;0;106566;109792;110597
11;12.01.2018 0:00:00;1;0;106408;110338;110415
12;12.01.2018 0:00:00;1;0;106809;110462;110361
13;12.01.2018 0:00:00;1;0;106467;110030;110566
14;12.01.2018 0:00:00;1;0;107606;111826;111489
15;12.01.2018 0:00:00;1;0;109284;112663;112938
16;12.01.2018 0:00:00;1;0;109973;113752;113631
17;12.01.2018 0:00:00;1;0;108557;112477;112479
18;12.01.2018 0:00:00;1;0;107299;110909;110484
19;12.01.2018 0:00:00;1;0;104942;109071;108247
20;12.01.2018 0:00:00;1;0;101784;105955;105215
21;12.01.2018 0:00:00;1;0;97300;101685;101403
22;12.01.2018 0:00:00;1;0;94104;98887;98138
23;12.01.2018 0:00:00;1;0;91271;95794;95367
0;13.01.2018 0:00:00;1;0;89467;93848;94059
1;13.01.2018 0:00:00;1;0;88603;93346;93316
2;13.01.2018 0:00:00;1;0;88492;93401;93465
3;13.01.2018 0:00:00;1;0;89208;94603;94548
4;13.01.2018 0:00:00;1;0;91217;96406;96516
5;13.01.2018 0:00:00;1;0;94408;99554;99389
6;13.01.2018 0:00:00;1;0;97358;102285;102609
7;13.01.2018 0:00:00;1;0;100856;106026;105335
8;13.01.2018 0:00:00;1;0;103361;108359;107281
9;13.01.2018 0:00:00;1;0;103704;109259;107927
10;13.01.2018 0:00:00;1;0;103865;109078;107925
11;13.01.2018 0:00:00;1;0;103573;109000;108006
12;13.01.2018 0:00:00;1;0;103439;108600;108227
13;13.01.2018 0:00:00;1;0;103659;108707;108460
14;13.01.2018 0:00:00;1;0;104985;110306;109858
15;13.01.2018 0:00:00;1;0;107772;112665;112123
16;13.01.2018 0:00:00;1;0;108250;113825;113000
17;13.01.2018 0:00:00;1;0;106957;112469;112074
18;13.01.2018 0:00:00;1;0;105245;110289;110242
19;13.01.2018 0:00:00;1;0;103332;107863;107911
20;13.01.2018 0:00:00;1;0;100333;105682;104848
21;13.01.2018 0:00:00;1;0;97702;102477;101389
22;13.01.2018 0:00:00;1;0;94167;99179;97941
23;13.01.2018 0:00:00;1;0;91248;95895;95873
0;14.01.2018 0:00:00;1;0;89373;94458;94491
1;14.01.2018 0:00:00;1;0;88362;92820;93336
2;14.01.2018 0:00:00;1;0;88235;93352;93410
3;14.01.2018 0:00:00;1;0;88366;93588;94119
4;14.01.2018 0:00:00;1;0;89959;95507;95717
5;14.01.2018 0:00:00;1;0;92553;97957;98216
6;14.01.2018 0:00:00;1;0;94314;99625;100453
7;14.01.2018 0:00:00;1;0;97458;103032;103500
8;14.01.2018 0:00:00;1;0;100033;105467;105225
9;14.01.2018 0:00:00;1;0;101118;106259;105837
10;14.01.2018 0:00:00;1;0;101289;106202;106296
11;14.01.2018 0:00:00;1;0;101070;106167;106284
12;14.01.2018 0:00:00;1;0;101145;106612;106691
13;14.01.2018 0:00:00;1;0;101808;107206;107322
14;14.01.2018 0:00:00;1;0;103548;108778;108585
15;14.01.2018 0:00:00;1;0;106478;111503;111190
16;14.01.2018 0:00:00;1;0;107568;113213;112255
17;14.01.2018 0:00:00;1;0;106983;112500;111839
18;14.01.2018 0:00:00;1;0;105309;110711;110527
19;14.01.2018 0:00:00;1;0;103566;108579;108090
20;14.01.2018 0:00:00;1;0;100219;105274;105173
21;14.01.2018 0:00:00;1;0;95987;101026;101411
22;14.01.2018 0:00:00;1;0;93005;97471;97816
23;14.01.2018 0:00:00;1;0;90043;94705;95412
0;15.01.2018 0:00:00;1;0;88849;93724;94160
1;15.01.2018 0:00:00;1;0;88110;93378;93244
2;15.01.2018 0:00:00;1;0;88336;93394;93828
3;15.01.2018 0:00:00;1;0;90600;95914;95854
4;15.01.2018 0:00:00;1;0;94829;100180;99467
5;15.01.2018 0:00:00;1;0;101517;106054;104656
6;15.01.2018 0:00:00;1;0;106020;111023;109024
7;15.01.2018 0:00:00;1;0;109186;113430;112577
8;15.01.2018 0:00:00;1;0;110051;113901;113623
9;15.01.2018 0:00:00;1;0;109708;113487;113395
10;15.01.2018 0:00:00;1;0;109019;113010;112361
11;15.01.2018 0:00:00;1;0;108844;112486;112318
12;15.01.2018 0:00:00;1;0;108537;113318;112603
13;15.01.2018 0:00:00;1;0;108357;112216;112191
14;15.01.2018 0:00:00;1;0;109318;113377;112940
15;15.01.2018 0:00:00;1;0;110477;114456;114280
16;15.01.2018 0:00:00;1;0;111215;115088;115305
17;15.01.2018 0:00:00;1;0;110088;114003;114061
18;15.01.2018 0:00:00;1;0;108620;112649;111722
19;15.01.2018 0:00:00;1;0;105813;109667;109186
20;15.01.2018 0:00:00;1;0;101997;106596;106631
21;15.01.2018 0:00:00;1;0;97437;101629;102279
22;15.01.2018 0:00:00;1;0;93674;97911;97971
23;15.01.2018 0:00:00;1;0;90795;95021;95181
0;16.01.2018 0:00:00;1;0;89049;94145;93892
1;16.01.2018 0:00:00;1;0;88690;93277;92846
2;16.01.2018 0:00:00;1;0;89200;94255;93052
3;16.01.2018 0:00:00;1;0;91607;96222;95210
4;16.01.2018 0:00:00;1;0;95510;100149;99089
5;16.01.2018 0:00:00;1;0;101954;105888;104868
6;16.01.2018 0:00:00;1;0;106030;110428;109272
7;16.01.2018 0:00:00;1;0;109302;113390;112476
8;16.01.2018 0:00:00;1;0;109840;113903;113395
9;16.01.2018 0:00:00;1;0;109177;112818;113251
10;16.01.2018 0:00:00;1;0;108181;111849;112346
11;16.01.2018 0:00:00;1;0;107211;111290;111825
12;16.01.2018 0:00:00;1;0;107116;111551;111549
13;16.01.2018 0:00:00;1;0;107226;111634;111604
14;16.01.2018 0:00:00;1;0;108301;112205;112282
15;16.01.2018 0:00:00;1;0;109678;113910;113988
16;16.01.2018 0:00:00;1;0;110754;114359;114757
17;16.01.2018 0:00:00;1;0;110060;113547;113267
18;16.01.2018 0:00:00;1;0;108085;111333;111427
19;16.01.2018 0:00:00;1;0;105467;108950;108993
20;16.01.2018 0:00:00;1;0;101957;105897;105859
21;16.01.2018 0:00:00;1;0;97162;101142;101680
22;16.01.2018 0:00:00;1;0;93156;97472;97622
23;16.01.2018 0:00:00;1;0;90688;94819;95633
0;17.01.2018 0:00:00;1;0;89404;94189;94088
1;17.01.2018 0:00:00;1;0;88602;93151;93740
2;17.01.2018 0:00:00;1;0;89236;94704;94147
3;17.01.2018 0:00:00;1;0;91316;96496;96491
4;17.01.2018 0:00:00;1;0;95841;101425;100839
5;17.01.2018 0:00:00;1;0;102056;106948;106180
6;17.01.2018 0:00:00;1;0;106312;110479;110093
7;17.01.2018 0:00:00;1;0;109505;113632;113328
8;17.01.2018 0:00:00;1;0;110478;115129;114443
9;17.01.2018 0:00:00;1;0;109442;113869;114128
10;17.01.2018 0:00:00;1;0;108610;112654;113038
11;17.01.2018 0:00:00;1;0;108389;112642;112509
12;17.01.2018 0:00:00;1;0;108190;112606;112587
13;17.01.2018 0:00:00;1;0;107904;112364;112777
14;17.01.2018 0:00:00;1;0;109146;114118;113752
15;17.01.2018 0:00:00;1;0;110667;115375;115000
16;17.01.2018 0:00:00;1;0;111613;115607;115237
17;17.01.2018 0:00:00;1;0;110408;114436;114279
18;17.01.2018 0:00:00;1;0;108597;112485;112471
19;17.01.2018 0:00:00;1;0;106230;109969;109961
20;17.01.2018 0:00:00;1;0;102786;107672;107339
21;17.01.2018 0:00:00;1;0;97929;102348;102633
22;17.01.2018 0:00:00;1;0;94080;98081;98286
23;17.01.2018 0:00:00;1;0;91247;95494;96285
0;18.01.2018 0:00:00;1;0;89797;94391;94769
1;18.01.2018 0:00:00;1;0;89171;94219;94471
2;18.01.2018 0:00:00;1;0;90095;95470;94706
3;18.01.2018 0:00:00;1;0;91973;97610;97106
4;18.01.2018 0:00:00;1;0;96458;102137;101540
5;18.01.2018 0:00:00;1;0;102200;107113;106779
6;18.01.2018 0:00:00;1;0;107024;111739;110892
7;18.01.2018 0:00:00;1;0;109550;113767;113925
8;18.01.2018 0:00:00;1;0;110692;115019;115118
9;18.01.2018 0:00:00;1;0;109959;114081;114492
10;18.01.2018 0:00:00;1;0;108879;112732;112674
11;18.01.2018 0:00:00;1;0;108512;112536;111806
12;18.01.2018 0:00:00;1;0;108495;112017;112081
13;18.01.2018 0:00:00;1;0;108269;111740;112082
14;18.01.2018 0:00:00;1;0;109228;112874;113083
15;18.01.2018 0:00:00;1;0;110770;114776;114389
16;18.01.2018 0:00:00;1;0;111731;115884;115516
17;18.01.2018 0:00:00;1;0;110310;113563;114192
18;18.01.2018 0:00:00;1;0;108858;112490;112059
19;18.01.2018 0:00:00;1;0;106429;109512;109076
20;18.01.2018 0:00:00;1;0;102984;106836;106383
21;18.01.2018 0:00:00;1;0;97534;101067;101900
22;18.01.2018 0:00:00;1;0;94292;98371;97911
23;18.01.2018 0:00:00;1;0;91732;95506;95739
0;19.01.2018 0:00:00;1;0;90037;94299;94911
1;19.01.2018 0:00:00;1;0;89451;93983;94714
2;19.01.2018 0:00:00;1;0;89777;94332;95122
3;19.01.2018 0:00:00;1;0;91906;97084;97208
4;19.01.2018 0:00:00;1;0;96490;101768;100927
5;19.01.2018 0:00:00;1;0;102411;107297;106371
6;19.01.2018 0:00:00;1;0;106747;111567;110392
7;19.01.2018 0:00:00;1;0;109867;114243;113783
8;19.01.2018 0:00:00;1;0;110517;114873;114624
9;19.01.2018 0:00:00;1;0;109709;114042;114264
10;19.01.2018 0:00:00;1;0;108733;113139;113018
11;19.01.2018 0:00:00;1;0;108411;112347;112579
12;19.01.2018 0:00:00;1;0;107959;112113;112522
13;19.01.2018 0:00:00;1;0;108079;112439;112045
14;19.01.2018 0:00:00;1;0;108943;112863;112209
15;19.01.2018 0:00:00;1;0;110153;114144;114204
16;19.01.2018 0:00:00;1;0;110994;114929;115157
17;19.01.2018 0:00:00;1;0;109994;113548;113529
18;19.01.2018 0:00:00;1;0;108373;111803;111700
19;19.01.2018 0:00:00;1;0;105822;108992;109209
20;19.01.2018 0:00:00;1;0;102866;106841;106401
21;19.01.2018 0:00:00;1;0;98570;102805;102120
22;19.01.2018 0:00:00;1;0;94875;99439;98227
23;19.01.2018 0:00:00;1;0;92429;97382;96508
0;20.01.2018 0:00:00;1;0;90454;95484;95197
1;20.01.2018 0:00:00;1;0;89632;94384;94555
2;20.01.2018 0:00:00;1;0;89462;94502;94486
3;20.01.2018 0:00:00;1;0;90389;95707;95349
4;20.01.2018 0:00:00;1;0;92081;97694;97554
5;20.01.2018 0:00:00;1;0;95669;100569;100763
6;20.01.2018 0:00:00;1;0;98959;103746;103739
7;20.01.2018 0:00:00;1;0;101932;107122;106862
8;20.01.2018 0:00:00;1;0;104494;109884;108752
9;20.01.2018 0:00:00;1;0;104708;109682;109466
10;20.01.2018 0:00:00;1;0;104445;109361;109682
11;20.01.2018 0:00:00;1;0;104065;109340;109476
12;20.01.2018 0:00:00;1;0;104003;109361;109275
13;20.01.2018 0:00:00;1;0;103765;109329;109440
14;20.01.2018 0:00:00;1;0;105067;110725;110507
15;20.01.2018 0:00:00;1;0;107306;112708;112882
16;20.01.2018 0:00:00;1;0;108700;114163;114036
17;20.01.2018 0:00:00;1;0;107581;112989;112565
18;20.01.2018 0:00:00;1;0;106207;110950;110694
19;20.01.2018 0:00:00;1;0;104027;108565;109037
20;20.01.2018 0:00:00;1;0;100964;105969;106205
21;20.01.2018 0:00:00;1;0;97669;102587;102579
22;20.01.2018 0:00:00;1;0;94068;99267;99035
23;20.01.2018 0:00:00;1;0;91673;96650;96712
0;21.01.2018 0:00:00;1;0;89480;94131;94821
1;21.01.2018 0:00:00;1;0;88601;93742;94050
2;21.01.2018 0:00:00;1;0;88406;93175;93770
3;21.01.2018 0:00:00;1;0;89012;93930;94341
4;21.01.2018 0:00:00;1;0;90248;95302;96112
5;21.01.2018 0:00:00;1;0;92434;97818;98623
6;21.01.2018 0:00:00;1;0;95126;100731;101016
7;21.01.2018 0:00:00;1;0;98269;103470;103331
8;21.01.2018 0:00:00;1;0;100924;105779;105242
9;21.01.2018 0:00:00;1;0;102281;107033;106327
10;21.01.2018 0:00:00;1;0;102359;106720;106692
11;21.01.2018 0:00:00;1;0;101989;106806;106716
12;21.01.2018 0:00:00;1;0;101781;106881;107122
13;21.01.2018 0:00:00;1;0;102156;107650;107716
14;21.01.2018 0:00:00;1;0;103726;109443;108907
15;21.01.2018 0:00:00;1;0;106305;111453;111485
16;21.01.2018 0:00:00;1;0;108081;114016;113158
