INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;GEN_FACT;GEN_PLAN
9;05.04.2018 0:00:00;1;0;96280;99123;100407
10;05.04.2018 0:00:00;1;0;95300;98165;98788
11;05.04.2018 0:00:00;1;0;94996;98027;97961
12;05.04.2018 0:00:00;1;0;94622;97639;97720
13;05.04.2018 0:00:00;1;0;94587;97144;97330
14;05.04.2018 0:00:00;1;0;94260;97932;97538
15;05.04.2018 0:00:00;1;0;93624;97584;97375
16;05.04.2018 0:00:00;1;0;94688;98444;97920
17;05.04.2018 0:00:00;1;0;96721;100102;100008
18;05.04.2018 0:00:00;1;0;99194;102125;101472
19;05.04.2018 0:00:00;1;0;97380;100482;99742
20;05.04.2018 0:00:00;1;0;93783;97058;96325
21;05.04.2018 0:00:00;1;0;89038;92098;91985
22;05.04.2018 0:00:00;1;0;85056;88405;88953
23;05.04.2018 0:00:00;1;0;82802;86396;86835
0;06.04.2018 0:00:00;1;0;80835;84678;85623
1;06.04.2018 0:00:00;1;0;80621;84334;85053
2;06.04.2018 0:00:00;1;0;80776;84982;85791
3;06.04.2018 0:00:00;1;0;82267;86944;87048
4;06.04.2018 0:00:00;1;0;84369;89044;89513
5;06.04.2018 0:00:00;1;0;89727;93474;93651
6;06.04.2018 0:00:00;1;0;92889;96385;96368
7;06.04.2018 0:00:00;1;0;96003;98853;99503
8;06.04.2018 0:00:00;1;0;96517;99547;100355
9;06.04.2018 0:00:00;1;0;95550;98747;99247
10;06.04.2018 0:00:00;1;0;94543;97289;97870
11;06.04.2018 0:00:00;1;0;94222;97652;97481
12;06.04.2018 0:00:00;1;0;94253;97873;97145
13;06.04.2018 0:00:00;1;0;93326;96905;96795
14;06.04.2018 0:00:00;1;0;93739;97074;97241
15;06.04.2018 0:00:00;1;0;92668;96671;96569
16;06.04.2018 0:00:00;1;0;93309;96663;96771
17;06.04.2018 0:00:00;1;0;95611;98626;98701
18;06.04.2018 0:00:00;1;0;97472;100512;100387
19;06.04.2018 0:00:00;1;0;96501;99628;99057
20;06.04.2018 0:00:00;1;0;92451;95691;95757
21;06.04.2018 0:00:00;1;0;88042;91226;91448
22;06.04.2018 0:00:00;1;0;84601;87742;87873
23;06.04.2018 0:00:00;1;0;81976;86210;86480
0;07.04.2018 0:00:00;1;0;80659;84490;85151
1;07.04.2018 0:00:00;1;0;80007;83864;84304
2;07.04.2018 0:00:00;1;0;79716;83350;84424
3;07.04.2018 0:00:00;1;0;80056;84109;84474
4;07.04.2018 0:00:00;1;0;80781;85406;85492
5;07.04.2018 0:00:00;1;0;83926;88487;87786
6;07.04.2018 0:00:00;1;0;86324;91582;90963
7;07.04.2018 0:00:00;1;0;89822;94583;94174
8;07.04.2018 0:00:00;1;0;90844;95144;95528
9;07.04.2018 0:00:00;1;0;90838;95381;95897
10;07.04.2018 0:00:00;1;0;90925;95499;95264
11;07.04.2018 0:00:00;1;0;90519;95046;94531
12;07.04.2018 0:00:00;1;0;89898;94321;94501
13;07.04.2018 0:00:00;1;0;89805;94619;94460
14;07.04.2018 0:00:00;1;0;89685;94335;94201
15;07.04.2018 0:00:00;1;0;90335;94826;94535
16;07.04.2018 0:00:00;1;0;91205;95576;95194
17;07.04.2018 0:00:00;1;0;92798;96754;97123
18;07.04.2018 0:00:00;1;0;94904;99022;98954
19;07.04.2018 0:00:00;1;0;94058;97754;97785
20;07.04.2018 0:00:00;1;0;90852;94120;94495
21;07.04.2018 0:00:00;1;0;86857;89855;90358
22;07.04.2018 0:00:00;1;0;83692;87485;87368
23;07.04.2018 0:00:00;1;0;81258;85481;85643
0;08.04.2018 0:00:00;1;0;79572;83646;83964
1;08.04.2018 0:00:00;1;0;79070;83073;83302
2;08.04.2018 0:00:00;1;0;78421;81928;83167
3;08.04.2018 0:00:00;1;0;78278;82307;83502
4;08.04.2018 0:00:00;1;0;78725;82982;83719
5;08.04.2018 0:00:00;1;0;80587;84958;85805
6;08.04.2018 0:00:00;1;0;82705;87033;88142
7;08.04.2018 0:00:00;1;0;85605;90120;90700
8;08.04.2018 0:00:00;1;0;86328;90768;91658
9;08.04.2018 0:00:00;1;0;86471;90521;91742
10;08.04.2018 0:00:00;1;0;86450;90253;90989
11;08.04.2018 0:00:00;1;0;85379;89316;90643
12;08.04.2018 0:00:00;1;0;85053;89608;90175
13;08.04.2018 0:00:00;1;0;85012;89316;89631
14;08.04.2018 0:00:00;1;0;85014;89275;89543
15;08.04.2018 0:00:00;1;0;85199;90042;90089
16;08.04.2018 0:00:00;1;0;86006;90262;90857
17;08.04.2018 0:00:00;1;0;88665;93391;92908
18;08.04.2018 0:00:00;1;0;91715;95676;95614
19;08.04.2018 0:00:00;1;0;91096;94840;94949
20;08.04.2018 0:00:00;1;0;88053;91642;91692
21;08.04.2018 0:00:00;1;0;84093;87819;88010
22;08.04.2018 0:00:00;1;0;81557;85471;85313
23;08.04.2018 0:00:00;1;0;79234;83625;85073
0;09.04.2018 0:00:00;1;0;77780;81213;83120
1;09.04.2018 0:00:00;1;0;77768;81672;82254
2;09.04.2018 0:00:00;1;0;77923;82061;82334
3;09.04.2018 0:00:00;1;0;79806;84439;84297
4;09.04.2018 0:00:00;1;0;81622;85624;86555
5;09.04.2018 0:00:00;1;0;86998;90250;90718
6;09.04.2018 0:00:00;1;0;91212;93823;93956
7;09.04.2018 0:00:00;1;0;94136;97123;96879
8;09.04.2018 0:00:00;1;0;94621;97391;97672
9;09.04.2018 0:00:00;1;0;94103;96683;96983
10;09.04.2018 0:00:00;1;0;92768;95569;95951
11;09.04.2018 0:00:00;1;0;92528;95318;95326
12;09.04.2018 0:00:00;1;0;92199;94607;95221
13;09.04.2018 0:00:00;1;0;91894;94593;94486
14;09.04.2018 0:00:00;1;0;91151;94245;94525
15;09.04.2018 0:00:00;1;0;90053;92846;94072
16;09.04.2018 0:00:00;1;0;90329;92817;94018
17;09.04.2018 0:00:00;1;0;92338;94893;95916
18;09.04.2018 0:00:00;1;0;94867;97581;98123
19;09.04.2018 0:00:00;1;0;93561;96385;96694
20;09.04.2018 0:00:00;1;0;89723;92405;92906
21;09.04.2018 0:00:00;1;0;84800;87387;88910
22;09.04.2018 0:00:00;1;0;81209;84632;85368
23;09.04.2018 0:00:00;1;0;79079;82344;82904
0;10.04.2018 0:00:00;1;0;77760;81325;81569
1;10.04.2018 0:00:00;1;0;77625;81215;81131
2;10.04.2018 0:00:00;1;0;77518;80891;81196
3;10.04.2018 0:00:00;1;0;79311;82958;83438
4;10.04.2018 0:00:00;1;0;81715;85764;85973
5;10.04.2018 0:00:00;1;0;86677;90648;89904
6;10.04.2018 0:00:00;1;0;90093;93472;93182
7;10.04.2018 0:00:00;1;0;92871;96252;96461
8;10.04.2018 0:00:00;1;0;93092;95925;96906
9;10.04.2018 0:00:00;1;0;92519;95538;96007
10;10.04.2018 0:00:00;1;0;91492;94554;94431
11;10.04.2018 0:00:00;1;0;91388;94838;94080
12;10.04.2018 0:00:00;1;0;90959;94089;93951
13;10.04.2018 0:00:00;1;0;90699;93642;93604
14;10.04.2018 0:00:00;1;0;90424;94316;93634
15;10.04.2018 0:00:00;1;0;89723;93876;92533
16;10.04.2018 0:00:00;1;0;90438;93608;92593
17;10.04.2018 0:00:00;1;0;93063;96190;94549
18;10.04.2018 0:00:00;1;0;94674;97513;97063
19;10.04.2018 0:00:00;1;0;93611;96630;96141
20;10.04.2018 0:00:00;1;0;89750;92665;92613
21;10.04.2018 0:00:00;1;0;85224;87603;88656
22;10.04.2018 0:00:00;1;0;81619;84696;84521
23;10.04.2018 0:00:00;1;0;78896;82049;82972
0;11.04.2018 0:00:00;1;0;77953;81450;82024
1;11.04.2018 0:00:00;1;0;77438;81354;81585
2;11.04.2018 0:00:00;1;0;77825;81355;81810
3;11.04.2018 0:00:00;1;0;79401;83641;83357
4;11.04.2018 0:00:00;1;0;81864;86196;86046
5;11.04.2018 0:00:00;1;0;86886;90500;90166
6;11.04.2018 0:00:00;1;0;90642;93357;93385
7;11.04.2018 0:00:00;1;0;93634;96868;96437
8;11.04.2018 0:00:00;1;0;94064;97122;96885
9;11.04.2018 0:00:00;1;0;93574;96457;96302
10;11.04.2018 0:00:00;1;0;92775;95537;95298
11;11.04.2018 0:00:00;1;0;92561;95766;95030
12;11.04.2018 0:00:00;1;0;92298;94836;94997
13;11.04.2018 0:00:00;1;0;91717;94641;94337
14;11.04.2018 0:00:00;1;0;91292;94310;94553
15;11.04.2018 0:00:00;1;0;90956;94090;94061
16;11.04.2018 0:00:00;1;0;91332;94373;93996
17;11.04.2018 0:00:00;1;0;92918;95941;96034
18;11.04.2018 0:00:00;1;0;95270;97909;97603
19;11.04.2018 0:00:00;1;0;93875;96570;96758
20;11.04.2018 0:00:00;1;0;90452;93334;93431
21;11.04.2018 0:00:00;1;0;86129;88985;88749
22;11.04.2018 0:00:00;1;0;82288;85245;85345
23;11.04.2018 0:00:00;1;0;79834;83386;83921
0;12.04.2018 0:00:00;1;0;78431;82084;82676
1;12.04.2018 0:00:00;1;0;77628;81136;82227
2;12.04.2018 0:00:00;1;0;78533;81897;82163
3;12.04.2018 0:00:00;1;0;80125;83929;84072
4;12.04.2018 0:00:00;1;0;82644;85915;86225
5;12.04.2018 0:00:00;1;0;87554;90168;90264
6;12.04.2018 0:00:00;1;0;90887;92916;93729
7;12.04.2018 0:00:00;1;0;93921;96064;96591
8;12.04.2018 0:00:00;1;0;94294;96686;97211
9;12.04.2018 0:00:00;1;0;93741;95962;96582
10;12.04.2018 0:00:00;1;0;92483;94575;95136
11;12.04.2018 0:00:00;1;0;92279;94675;94806
12;12.04.2018 0:00:00;1;0;92272;94437;94562
13;12.04.2018 0:00:00;1;0;91379;93787;94108
14;12.04.2018 0:00:00;1;0;91187;94567;94950
15;12.04.2018 0:00:00;1;0;90208;93749;94203
16;12.04.2018 0:00:00;1;0;90774;94035;94535
17;12.04.2018 0:00:00;1;0;92896;96195;95734
18;12.04.2018 0:00:00;1;0;95053;98229;97764
19;12.04.2018 0:00:00;1;0;94186;97026;96781
20;12.04.2018 0:00:00;1;0;90457;94217;94103
21;12.04.2018 0:00:00;1;0;86052;90026;89995
22;12.04.2018 0:00:00;1;0;82155;85825;86096
23;12.04.2018 0:00:00;1;0;80120;83385;83825
0;13.04.2018 0:00:00;1;0;78419;81881;82546
1;13.04.2018 0:00:00;1;0;78187;81570;82070
2;13.04.2018 0:00:00;1;0;78251;81681;82375
3;13.04.2018 0:00:00;1;0;79679;83469;83955
4;13.04.2018 0:00:00;1;0;82187;85269;86125
5;13.04.2018 0:00:00;1;0;87476;90404;90203
6;13.04.2018 0:00:00;1;0;90723;92518;93304
7;13.04.2018 0:00:00;1;0;93642;95952;96330
8;13.04.2018 0:00:00;1;0;93803;95704;96499
9;13.04.2018 0:00:00;1;0;93537;95414;95898
10;13.04.2018 0:00:00;1;0;92647;94538;94836
11;13.04.2018 0:00:00;1;0;92136;94489;94299
12;13.04.2018 0:00:00;1;0;91758;93618;94302
13;13.04.2018 0:00:00;1;0;91250;93262;93925
14;13.04.2018 0:00:00;1;0;90681;93375;94017
15;13.04.2018 0:00:00;1;0;90126;93178;93544
16;13.04.2018 0:00:00;1;0;91031;93822;93589
17;13.04.2018 0:00:00;1;0;92272;95002;94902
18;13.04.2018 0:00:00;1;0;94499;97156;97075
19;13.04.2018 0:00:00;1;0;93930;96915;96335
20;13.04.2018 0:00:00;1;0;90428;93383;93598
21;13.04.2018 0:00:00;1;0;86147;89634;89712
22;13.04.2018 0:00:00;1;0;82328;85605;85803
23;13.04.2018 0:00:00;1;0;80320;83986;84690
0;14.04.2018 0:00:00;1;0;78662;82477;83144
1;14.04.2018 0:00:00;1;0;77922;81711;81962
2;14.04.2018 0:00:00;1;0;77786;81709;81927
3;14.04.2018 0:00:00;1;0;77949;81756;82522
4;14.04.2018 0:00:00;1;0;78782;83203;83550
5;14.04.2018 0:00:00;1;0;81816;85853;85929
6;14.04.2018 0:00:00;1;0;85110;89360;88622
7;14.04.2018 0:00:00;1;0;88211;92408;91264
8;14.04.2018 0:00:00;1;0;89112;93210;92617
9;14.04.2018 0:00:00;1;0;89083;93110;92785
10;14.04.2018 0:00:00;1;0;88401;91899;92540
11;14.04.2018 0:00:00;1;0;87624;91941;92016
12;14.04.2018 0:00:00;1;0;87773;91366;91701
13;14.04.2018 0:00:00;1;0;87215;90903;91105
14;14.04.2018 0:00:00;1;0;86661;90116;90788
15;14.04.2018 0:00:00;1;0;86809;91140;91276
16;14.04.2018 0:00:00;1;0;87527;92162;91825
17;14.04.2018 0:00:00;1;0;89092;93283;93288
18;14.04.2018 0:00:00;1;0;92038;95756;95642
19;14.04.2018 0:00:00;1;0;91588;96148;95359
20;14.04.2018 0:00:00;1;0;88059;92206;92067
21;14.04.2018 0:00:00;1;0;84197;87605;88198
22;14.04.2018 0:00:00;1;0;80839;83910;84332
23;14.04.2018 0:00:00;1;0;78892;82735;83200
0;15.04.2018 0:00:00;1;0;76900;80886;81488
1;15.04.2018 0:00:00;1;0;76521;79992;80914
2;15.04.2018 0:00:00;1;0;76294;79966;80558
3;15.04.2018 0:00:00;1;0;76313;80378;81118
4;15.04.2018 0:00:00;1;0;76742;81145;81419
5;15.04.2018 0:00:00;1;0;79097;82425;83381
6;15.04.2018 0:00:00;1;0;81960;86358;85848
7;15.04.2018 0:00:00;1;0;84639;88707;88301
8;15.04.2018 0:00:00;1;0;85695;89604;89204
9;15.04.2018 0:00:00;1;0;85705;89628;89420
10;15.04.2018 0:00:00;1;0;85416;89068;89232
11;15.04.2018 0:00:00;1;0;85153;89123;88804
12;15.04.2018 0:00:00;1;0;84639;87967;88532
13;15.04.2018 0:00:00;1;0;84454;88228;88217
14;15.04.2018 0:00:00;1;0;84778;88342;87775
15;15.04.2018 0:00:00;1;0;84835;88547;88497
16;15.04.2018 0:00:00;1;0;85589;89820;89379
17;15.04.2018 0:00:00;1;0;87747;92002;91194
18;15.04.2018 0:00:00;1;0;90976;94441;93992
19;15.04.2018 0:00:00;1;0;90543;94327;93414
20;15.04.2018 0:00:00;1;0;87067;89787;90089
21;15.04.2018 0:00:00;1;0;82769;85803;86662
22;15.04.2018 0:00:00;1;0;79144;81827;83394
23;15.04.2018 0:00:00;1;0;77392;80724;81539
0;16.04.2018 0:00:00;1;0;75812;79168;79983
1;16.04.2018 0:00:00;1;0;75576;79358;79766
2;16.04.2018 0:00:00;1;0;75952;79548;79930
3;16.04.2018 0:00:00;1;0;77493;81046;80726
4;16.04.2018 0:00:00;1;0;80114;83133;84073
5;16.04.2018 0:00:00;1;0;85030;88143;88241
6;16.04.2018 0:00:00;1;0;89050;91174;91214
7;16.04.2018 0:00:00;1;0;91978;94444;94449
8;16.04.2018 0:00:00;1;0;92266;94778;94926
9;16.04.2018 0:00:00;1;0;91332;93619;94291
10;16.04.2018 0:00:00;1;0;90321;92558;92949
11;16.04.2018 0:00:00;1;0;90608;92874;92586
12;16.04.2018 0:00:00;1;0;90464;92896;92288
13;16.04.2018 0:00:00;1;0;89979;92581;91984
14;16.04.2018 0:00:00;1;0;89173;92169;92565
15;16.04.2018 0:00:00;1;0;88709;92074;92202
16;16.04.2018 0:00:00;1;0;88687;91420;91889
17;16.04.2018 0:00:00;1;0;91138;93908;93607
18;16.04.2018 0:00:00;1;0;93314;95746;95552
19;16.04.2018 0:00:00;1;0;91858;94348;94502
20;16.04.2018 0:00:00;1;0;88136;91090;90983
21;16.04.2018 0:00:00;1;0;83647;86749;87067
22;16.04.2018 0:00:00;1;0;80172;82769;83190
23;16.04.2018 0:00:00;1;0;77786;80742;81435
0;17.04.2018 0:00:00;1;0;76395;79790;80498
1;17.04.2018 0:00:00;1;0;76218;79796;80010
2;17.04.2018 0:00:00;1;0;76251;80041;80109
3;17.04.2018 0:00:00;1;0;77231;80556;81029
4;17.04.2018 0:00:00;1;0;79544;82709;83972
5;17.04.2018 0:00:00;1;0;83996;87292;87471
6;17.04.2018 0:00:00;1;0;87486;90676;90698
7;17.04.2018 0:00:00;1;0;90444;92850;93272
8;17.04.2018 0:00:00;1;0;90503;92193;93701
9;17.04.2018 0:00:00;1;0;89746;91858;92876
10;17.04.2018 0:00:00;1;0;88675;90879;91730
11;17.04.2018 0:00:00;1;0;88625;91531;91311
12;17.04.2018 0:00:00;1;0;88689;91192;91196
13;17.04.2018 0:00:00;1;0;88354;91304;90744
14;17.04.2018 0:00:00;1;0;88262;91593;91001
15;17.04.2018 0:00:00;1;0;88325;91555;90876
16;17.04.2018 0:00:00;1;0;89016;91642;90530
17;17.04.2018 0:00:00;1;0;91024;93689;92833
18;17.04.2018 0:00:00;1;0;92996;95679;95349
19;17.04.2018 0:00:00;1;0;91980;94432;94284
20;17.04.2018 0:00:00;1;0;87904;91223;91131
21;17.04.2018 0:00:00;1;0;83529;86421;86658
22;17.04.2018 0:00:00;1;0;79974;83155;83054
23;17.04.2018 0:00:00;1;0;77560;80786;81307
0;18.04.2018 0:00:00;1;0;76219;79757;80015
1;18.04.2018 0:00:00;1;0;75659;79352;79763
2;18.04.2018 0:00:00;1;0;75669;79256;79749
3;18.04.2018 0:00:00;1;0;76603;80610;80892
4;18.04.2018 0:00:00;1;0;79533;83468;83419
5;18.04.2018 0:00:00;1;0;84878;88762;87791
6;18.04.2018 0:00:00;1;0;88938;91461;90563
7;18.04.2018 0:00:00;1;0;91957;95171;93885
8;18.04.2018 0:00:00;1;0;93061;94895;94704
9;18.04.2018 0:00:00;1;0;92501;95226;94563
10;18.04.2018 0:00:00;1;0;91608;94005;93578
11;18.04.2018 0:00:00;1;0;91743;94226;93384
12;18.04.2018 0:00:00;1;0;91661;93943;93415
13;18.04.2018 0:00:00;1;0;91544;93996;93258
14;18.04.2018 0:00:00;1;0;91375;94807;93797
15;18.04.2018 0:00:00;1;0;91046;94798;93482
16;18.04.2018 0:00:00;1;0;91085;94170;93575
17;18.04.2018 0:00:00;1;0;92911;95963;95212
18;18.04.2018 0:00:00;1;0;94158;96888;97446
19;18.04.2018 0:00:00;1;0;92492;94602;96052
20;18.04.2018 0:00:00;1;0;88852;91864;92509
21;18.04.2018 0:00:00;1;0;84691;87946;87968
22;18.04.2018 0:00:00;1;0;80755;84145;83805
23;18.04.2018 0:00:00;1;0;78062;82004;82142
0;19.04.2018 0:00:00;1;0;76887;80721;81084
1;19.04.2018 0:00:00;1;0;76271;80592;80973
2;19.04.2018 0:00:00;1;0;76364;81026;81328
3;19.04.2018 0:00:00;1;0;77890;82036;81924
4;19.04.2018 0:00:00;1;0;80249;84270;85194
5;19.04.2018 0:00:00;1;0;85634;89784;89444
6;19.04.2018 0:00:00;1;0;89437;92640;92355
7;19.04.2018 0:00:00;1;0;92831;95747;95009
8;19.04.2018 0:00:00;1;0;93211;95907;96079
9;19.04.2018 0:00:00;1;0;92727;95712;95672
10;19.04.2018 0:00:00;1;0;91995;94776;94476
11;19.04.2018 0:00:00;1;0;92081;95137;94039
12;19.04.2018 0:00:00;1;0;91971;95332;93824
13;19.04.2018 0:00:00;1;0;91293;94546;93704
14;19.04.2018 0:00:00;1;0;90832;94468;94354
15;19.04.2018 0:00:00;1;0;90420;94072;93991
16;19.04.2018 0:00:00;1;0;90522;93949;93842
17;19.04.2018 0:00:00;1;0;91925;95131;95300
18;19.04.2018 0:00:00;1;0;93512;96492;96882
19;19.04.2018 0:00:00;1;0;92578;95227;95489
20;19.04.2018 0:00:00;1;0;88757;92099;92447
21;19.04.2018 0:00:00;1;0;84343;87686;88283
22;19.04.2018 0:00:00;1;0;80371;83670;83989
23;19.04.2018 0:00:00;1;0;78474;82148;82148
0;20.04.2018 0:00:00;1;0;76690;80363;80758
1;20.04.2018 0:00:00;1;0;76066;80058;80764
2;20.04.2018 0:00:00;1;0;76618;80661;81245
3;20.04.2018 0:00:00;1;0;77597;81858;82021
4;20.04.2018 0:00:00;1;0;80167;84357;85255
5;20.04.2018 0:00:00;1;0;85453;89198;89408
6;20.04.2018 0:00:00;1;0;89270;93239;92552
7;20.04.2018 0:00:00;1;0;92822;96283;95307
8;20.04.2018 0:00:00;1;0;93227;96367;96253
9;20.04.2018 0:00:00;1;0;93113;95776;95587
10;20.04.2018 0:00:00;1;0;91909;94787;94877
11;20.04.2018 0:00:00;1;0;91865;95069;94998
12;20.04.2018 0:00:00;1;0;91708;94465;94447
13;20.04.2018 0:00:00;1;0;91104;93908;94062
14;20.04.2018 0:00:00;1;0;90533;94003;94011
15;20.04.2018 0:00:00;1;0;90285;93957;93315
16;20.04.2018 0:00:00;1;0;90243;94056;93360
17;20.04.2018 0:00:00;1;0;91241;94551;94002
18;20.04.2018 0:00:00;1;0;92835;96081;96303
19;20.04.2018 0:00:00;1;0;92465;95459;95002
20;20.04.2018 0:00:00;1;0;89228;92201;92379
21;20.04.2018 0:00:00;1;0;84927;88481;87847
22;20.04.2018 0:00:00;1;0;81775;85067;84019
23;20.04.2018 0:00:00;1;0;78511;82941;82895
0;21.04.2018 0:00:00;1;0;76958;81442;81380
1;21.04.2018 0:00:00;1;0;76609;81507;80591
2;21.04.2018 0:00:00;1;0;75901;80668;80953
3;21.04.2018 0:00:00;1;0;76362;80903;81007
4;21.04.2018 0:00:00;1;0;77250;81806;82401
5;21.04.2018 0:00:00;1;0;80851;85207;85438
6;21.04.2018 0:00:00;1;0;83879;88574;87962
7;21.04.2018 0:00:00;1;0;87221;91411;90586
8;21.04.2018 0:00:00;1;0;88365;92393;92006
9;21.04.2018 0:00:00;1;0;88468;92704;92345
10;21.04.2018 0:00:00;1;0;87880;91697;92241
11;21.04.2018 0:00:00;1;0;87518;91477;91214
12;21.04.2018 0:00:00;1;0;86805;90652;91180
13;21.04.2018 0:00:00;1;0;86595;90602;90927
14;21.04.2018 0:00:00;1;0;86278;90609;90516
15;21.04.2018 0:00:00;1;0;86265;90619;90423
16;21.04.2018 0:00:00;1;0;86664;91410;90776
17;21.04.2018 0:00:00;1;0;87581;92376;92467
18;21.04.2018 0:00:00;1;0;90035;94416;94627
19;21.04.2018 0:00:00;1;0;89399;93212;93839
20;21.04.2018 0:00:00;1;0;86096;89531;90549
21;21.04.2018 0:00:00;1;0;82573;86122;86335
22;21.04.2018 0:00:00;1;0;79565;82992;82934
23;21.04.2018 0:00:00;1;0;77050;80675;81568
0;22.04.2018 0:00:00;1;0;75949;79867;80312
1;22.04.2018 0:00:00;1;0;75112;78634;79243
2;22.04.2018 0:00:00;1;0;74808;78504;79146
3;22.04.2018 0:00:00;1;0;74721;78626;79332
4;22.04.2018 0:00:00;1;0;75181;79638;80086
5;22.04.2018 0:00:00;1;0;77947;82019;82598
6;22.04.2018 0:00:00;1;0;80986;85482;85108
7;22.04.2018 0:00:00;1;0;84450;88661;87738
8;22.04.2018 0:00:00;1;0;86763;90349;89350
9;22.04.2018 0:00:00;1;0;87147;91140;89918
10;22.04.2018 0:00:00;1;0;87287;91641;90016
11;22.04.2018 0:00:00;1;0;86825;90871;90164
12;22.04.2018 0:00:00;1;0;86973;90880;89998
13;22.04.2018 0:00:00;1;0;86676;90734;90212
14;22.04.2018 0:00:00;1;0;86523;90447;90342
15;22.04.2018 0:00:00;1;0;86996;91346;90638
16;22.04.2018 0:00:00;1;0;87527;91842;91258
17;22.04.2018 0:00:00;1;0;89422;93616;93591
18;22.04.2018 0:00:00;1;0;91135;95556;95490
19;22.04.2018 0:00:00;1;0;90810;94843;94827
20;22.04.2018 0:00:00;1;0;87524;91019;91164
21;22.04.2018 0:00:00;1;0;83430;87292;87354
22;22.04.2018 0:00:00;1;0;79962;83651;83676
23;22.04.2018 0:00:00;1;0;77532;81263;82053
0;23.04.2018 0:00:00;1;0;75990;79987;81071
1;23.04.2018 0:00:00;1;0;75302;78896;80159
2;23.04.2018 0:00:00;1;0;76163;80138;80278
3;23.04.2018 0:00:00;1;0;77162;81963;81566
4;23.04.2018 0:00:00;1;0;80109;84802;84579
5;23.04.2018 0:00:00;1;0;85762;89425;88906
6;23.04.2018 0:00:00;1;0;90194;93713;92701
7;23.04.2018 0:00:00;1;0;93297;96387;96405
8;23.04.2018 0:00:00;1;0;94809;97771;97088
9;23.04.2018 0:00:00;1;0;93797;96883;96582
10;23.04.2018 0:00:00;1;0;92657;95563;95659
11;23.04.2018 0:00:00;1;0;92676;95900;95874
12;23.04.2018 0:00:00;1;0;92289;95847;95568
13;23.04.2018 0:00:00;1;0;91925;95347;94862
14;23.04.2018 0:00:00;1;0;91686;95906;95247
15;23.04.2018 0:00:00;1;0;90232;94268;94440
16;23.04.2018 0:00:00;1;0;90500;93665;93978
17;23.04.2018 0:00:00;1;0;91499;95098;95195
18;23.04.2018 0:00:00;1;0;92878;96446;97201
19;23.04.2018 0:00:00;1;0;92551;95527;95785
20;23.04.2018 0:00:00;1;0;89183;92363;92131
21;23.04.2018 0:00:00;1;0;84508;87843;87989
22;23.04.2018 0:00:00;1;0;80929;84409;84546
23;23.04.2018 0:00:00;1;0;78810;82215;82581
0;24.04.2018 0:00:00;1;0;77375;80852;81268
1;24.04.2018 0:00:00;1;0;77088;80633;80961
2;24.04.2018 0:00:00;1;0;77395;81503;81424
3;24.04.2018 0:00:00;1;0;78517;82306;82376
4;24.04.2018 0:00:00;1;0;81429;85041;85179
5;24.04.2018 0:00:00;1;0;86103;90139;89303
6;24.04.2018 0:00:00;1;0;90255;93031;92879
7;24.04.2018 0:00:00;1;0;93311;96527;96016
8;24.04.2018 0:00:00;1;0;93870;96596;96722
9;24.04.2018 0:00:00;1;0;93401;96293;95871
10;24.04.2018 0:00:00;1;0;92599;95415;94695
11;24.04.2018 0:00:00;1;0;92224;95394;94634
12;24.04.2018 0:00:00;1;0;92167;95104;94501
13;24.04.2018 0:00:00;1;0;91667;94960;94088
14;24.04.2018 0:00:00;1;0;90962;94731;94432
15;24.04.2018 0:00:00;1;0;89791;93360;93759
16;24.04.2018 0:00:00;1;0;90057;93388;93096
17;24.04.2018 0:00:00;1;0;91439;94707;94154
18;24.04.2018 0:00:00;1;0;93270;96218;96342
19;24.04.2018 0:00:00;1;0;93137;96135;95254
20;24.04.2018 0:00:00;1;0;89329;92663;92549
21;24.04.2018 0:00:00;1;0;84325;87778;87921
22;24.04.2018 0:00:00;1;0;80813;84015;83963
23;24.04.2018 0:00:00;1;0;78527;82004;81980
0;25.04.2018 0:00:00;1;0;77389;80585;80517
1;25.04.2018 0:00:00;1;0;76900;80144;80411
2;25.04.2018 0:00:00;1;0;76927;80728;81054
3;25.04.2018 0:00:00;1;0;78183;82105;81924
4;25.04.2018 0:00:00;1;0;80548;84719;84831
5;25.04.2018 0:00:00;1;0;85886;89911;89408
6;25.04.2018 0:00:00;1;0;89530;93113;92500
7;25.04.2018 0:00:00;1;0;92725;96055;95866
8;25.04.2018 0:00:00;1;0;93329;96582;97195
9;25.04.2018 0:00:00;1;0;92550;95782;96160
10;25.04.2018 0:00:00;1;0;91626;95368;94782
11;25.04.2018 0:00:00;1;0;91622;94983;94303
12;25.04.2018 0:00:00;1;0;91376;94583;94272
13;25.04.2018 0:00:00;1;0;91269;94477;93456
14;25.04.2018 0:00:00;1;0;90785;94654;93939
15;25.04.2018 0:00:00;1;0;90034;94591;93865
16;25.04.2018 0:00:00;1;0;89804;93059;92993
17;25.04.2018 0:00:00;1;0;91229;94580;94606
18;25.04.2018 0:00:00;1;0;92778;96051;96021
19;25.04.2018 0:00:00;1;0;92417;95218;95404
20;25.04.2018 0:00:00;1;0;89171;93124;92476
21;25.04.2018 0:00:00;1;0;84001;87458;87758
22;25.04.2018 0:00:00;1;0;80363;83657;83825
23;25.04.2018 0:00:00;1;0;77855;81484;82501
0;26.04.2018 0:00:00;1;0;76926;80645;80727
1;26.04.2018 0:00:00;1;0;76137;79924;80188
