DATE;GEN_PLAN;GEN_FACT;E_USE_FACT;PREDICTION
21.12.2018 0:00:00;34921;35454;35614;36253
21.12.2018 0:00:00;34251;35068;35010;36204
21.12.2018 0:00:00;33509;33745;34068;34359
21.12.2018 0:00:00;32590;32816;32361;33537
21.12.2018 0:00:00;31003;31657;30924;32588
21.12.2018 0:00:00;29456;29378;29555;29799
22.12.2018 0:00:00;29066;28735;28753;28521
22.12.2018 0:00:00;28937;28757;28321;28998
22.12.2018 0:00:00;28842;28733;28279;28791
22.12.2018 0:00:00;29118;28993;28182;29086
22.12.2018 0:00:00;29594;29476;28842;29645
22.12.2018 0:00:00;30752;31245;29929;31985
22.12.2018 0:00:00;31890;32448;31007;33347
22.12.2018 0:00:00;33098;34185;32410;35764
22.12.2018 0:00:00;33148;33734;33638;34722
22.12.2018 0:00:00;33307;33483;33624;34030
22.12.2018 0:00:00;33349;33532;33447;33907
22.12.2018 0:00:00;33356;33546;33583;33915
22.12.2018 0:00:00;33296;33679;33523;34263
22.12.2018 0:00:00;33307;33518;33528;34215
22.12.2018 0:00:00;34318;34020;34101;34191
22.12.2018 0:00:00;34520;34865;35156;35564
22.12.2018 0:00:00;34501;34807;35121;35277
22.12.2018 0:00:00;34318;35003;34771;36115
22.12.2018 0:00:00;33931;34646;34109;35826
22.12.2018 0:00:00;32788;33513;33605;34514
22.12.2018 0:00:00;32132;33135;32836;34348
22.12.2018 0:00:00;30982;30838;31385;30985
22.12.2018 0:00:00;29970;30030;29878;30521
22.12.2018 0:00:00;28589;28525;29114;28625
23.12.2018 0:00:00;27850;28063;28147;28649
23.12.2018 0:00:00;27347;27556;27450;27966
23.12.2018 0:00:00;27164;27174;27394;27346
23.12.2018 0:00:00;27382;27196;27486;27499
23.12.2018 0:00:00;27925;27230;27856;26819
23.12.2018 0:00:00;28858;29303;28936;30241
23.12.2018 0:00:00;30510;30707;29711;31258
23.12.2018 0:00:00;31369;31604;31015;32047
23.12.2018 0:00:00;32130;32352;32087;32809
23.12.2018 0:00:00;32488;32709;32730;33128
23.12.2018 0:00:00;32384;32627;32727;33230
23.12.2018 0:00:00;32102;32352;32638;32940
23.12.2018 0:00:00;32006;32244;32754;32878
23.12.2018 0:00:00;32022;32259;32722;32822
23.12.2018 0:00:00;32996;33035;33280;33547
23.12.2018 0:00:00;33597;34069;34557;34780
23.12.2018 0:00:00;33726;34521;34752;35497
23.12.2018 0:00:00;33700;33974;34396;34472
23.12.2018 0:00:00;33238;33526;33891;34239
23.12.2018 0:00:00;32494;32768;33581;33336
23.12.2018 0:00:00;31108;31878;32469;32915
23.12.2018 0:00:00;30242;30560;30841;31081
23.12.2018 0:00:00;28962;29228;29625;29650
23.12.2018 0:00:00;28379;28577;28330;28894
24.12.2018 0:00:00;27614;27814;27790;28148
24.12.2018 0:00:00;27457;27654;27341;28070
24.12.2018 0:00:00;27474;27444;27305;27870
24.12.2018 0:00:00;27746;27814;27342;28082
24.12.2018 0:00:00;29068;29260;28936;29618
24.12.2018 0:00:00;31430;31651;31262;32154
24.12.2018 0:00:00;32532;32763;33570;33324
24.12.2018 0:00:00;33665;34365;35072;35293
24.12.2018 0:00:00;34323;35141;35947;36403
24.12.2018 0:00:00;34154;35049;35860;36402
24.12.2018 0:00:00;33350;34114;35459;35278
24.12.2018 0:00:00;33346;34332;35240;35457
24.12.2018 0:00:00;33496;34295;35621;35293
24.12.2018 0:00:00;33408;34091;35564;34937
24.12.2018 0:00:00;33860;34077;35738;34769
24.12.2018 0:00:00;34688;35240;36453;36224
24.12.2018 0:00:00;34483;35234;36309;36291
24.12.2018 0:00:00;33692;34431;35840;35441
24.12.2018 0:00:00;32453;32817;34994;33679
24.12.2018 0:00:00;32093;32870;34645;34117
24.12.2018 0:00:00;30853;31699;33323;32898
24.12.2018 0:00:00;29787;30497;31347;31588
24.12.2018 0:00:00;28820;28740;29898;29123
24.12.2018 0:00:00;27958;27756;28458;27695
25.12.2018 0:00:00;27780;27650;27832;27951
25.12.2018 0:00:00;27796;27588;27715;27614
25.12.2018 0:00:00;27781;27543;27514;27729
25.12.2018 0:00:00;27736;27993;27840;28587
25.12.2018 0:00:00;29108;29327;29018;29685
25.12.2018 0:00:00;31329;31578;31641;32243
25.12.2018 0:00:00;32789;33142;33575;33973
25.12.2018 0:00:00;34217;34440;35293;34995
25.12.2018 0:00:00;34717;35044;35938;35715
25.12.2018 0:00:00;34374;34467;35840;34948
25.12.2018 0:00:00;33561;33628;35314;33804
25.12.2018 0:00:00;33743;34045;35070;34787
25.12.2018 0:00:00;33749;34106;35367;34697
25.12.2018 0:00:00;33620;33696;35279;34028
25.12.2018 0:00:00;34164;34114;35765;34466
25.12.2018 0:00:00;34680;35291;36109;36156
25.12.2018 0:00:00;34255;34431;36043;34823
25.12.2018 0:00:00;33402;33618;35864;34016
25.12.2018 0:00:00;32484;33027;34845;33692
25.12.2018 0:00:00;32187;32397;34543;32968
25.12.2018 0:00:00;31372;31859;33285;32643
25.12.2018 0:00:00;30129;30222;31329;30707
25.12.2018 0:00:00;29128;29325;29807;29999
25.12.2018 0:00:00;27049;26766;28546;26603
26.12.2018 0:00:00;27211;26600;27837;26409
26.12.2018 0:00:00;26866;26656;27398;26862
26.12.2018 0:00:00;26909;26634;27356;26483
26.12.2018 0:00:00;27110;27280;27639;27909
26.12.2018 0:00:00;28181;28800;29091;29881
26.12.2018 0:00:00;30625;30810;31419;31301
26.12.2018 0:00:00;32215;32390;33398;32825
26.12.2018 0:00:00;33187;33398;35177;34035
26.12.2018 0:00:00;33222;33230;35526;33402
26.12.2018 0:00:00;32921;32885;35422;33021
26.12.2018 0:00:00;32313;32630;35020;33096
26.12.2018 0:00:00;32317;32665;34930;33172
26.12.2018 0:00:00;32296;33297;34903;34538
26.12.2018 0:00:00;32375;32820;35082;33611
26.12.2018 0:00:00;32856;33252;35414;33952
26.12.2018 0:00:00;33454;34036;35822;35041
26.12.2018 0:00:00;33650;33687;35879;34008
26.12.2018 0:00:00;32860;33377;35538;34064
26.12.2018 0:00:00;31886;32380;34817;33145
26.12.2018 0:00:00;31888;32391;34364;33048
26.12.2018 0:00:00;31250;31622;33354;32309
26.12.2018 0:00:00;29190;29432;31379;29987
26.12.2018 0:00:00;27463;27018;29853;26845
26.12.2018 0:00:00;27275;26743;28579;26683
27.12.2018 0:00:00;27248;26751;27848;26587
27.12.2018 0:00:00;26610;26355;27583;26434
27.12.2018 0:00:00;26608;26377;27443;26313
27.12.2018 0:00:00;27112;27293;27765;27754
27.12.2018 0:00:00;28300;28918;29159;29698
27.12.2018 0:00:00;30320;30496;31277;31007
27.12.2018 0:00:00;31804;31929;33173;32443
27.12.2018 0:00:00;32952;33161;35047;33573
27.12.2018 0:00:00;33351;33540;35520;33846
27.12.2018 0:00:00;32521;32870;35251;33581
27.12.2018 0:00:00;31934;32433;34692;33396
27.12.2018 0:00:00;32386;32887;34756;33495
27.12.2018 0:00:00;32392;33039;34812;34094
27.12.2018 0:00:00;32340;32596;34714;32968
27.12.2018 0:00:00;32940;33163;35170;33725
27.12.2018 0:00:00;33362;33476;35755;33709
27.12.2018 0:00:00;33315;33495;35883;34040
27.12.2018 0:00:00;33203;33445;35573;34005
27.12.2018 0:00:00;31956;32036;34800;32264
27.12.2018 0:00:00;31657;32089;34266;32718
27.12.2018 0:00:00;31393;31389;33336;31875
27.12.2018 0:00:00;29246;29452;31256;29906
27.12.2018 0:00:00;27641;27719;29881;28121
27.12.2018 0:00:00;26661;26771;28774;27002
28.12.2018 0:00:00;26118;26215;27974;26441
28.12.2018 0:00:00;25537;25569;27381;25952
28.12.2018 0:00:00;25859;25736;27297;25942
28.12.2018 0:00:00;26182;26063;27936;26089
28.12.2018 0:00:00;27286;27162;29103;27167
28.12.2018 0:00:00;29965;29851;31132;29903
28.12.2018 0:00:00;31026;30529;33133;30445
28.12.2018 0:00:00;31817;32188;34624;32712
28.12.2018 0:00:00;32207;32433;35292;33148
28.12.2018 0:00:00;32003;32259;34919;32969
28.12.2018 0:00:00;31179;31093;34212;31111
28.12.2018 0:00:00;31188;31204;34438;31525
28.12.2018 0:00:00;31181;31261;34360;31740
28.12.2018 0:00:00;31105;31113;34347;31511
28.12.2018 0:00:00;31663;31634;34538;31827
28.12.2018 0:00:00;32274;32180;35364;32324
28.12.2018 0:00:00;31215;31739;35155;32636
28.12.2018 0:00:00;31641;31880;35039;32412
28.12.2018 0:00:00;30436;30718;34291;31178
28.12.2018 0:00:00;29502;30000;33639;30624
28.12.2018 0:00:00;29441;29794;32604;30345
28.12.2018 0:00:00;28523;28554;30971;28719
28.12.2018 0:00:00;27056;26712;29570;26830
28.12.2018 0:00:00;26318;26287;28214;26467
29.12.2018 0:00:00;25609;25729;27525;26174
29.12.2018 0:00:00;25630;25611;27152;26084
29.12.2018 0:00:00;25430;25611;27170;25985
29.12.2018 0:00:00;26100;26285;27195;26850
29.12.2018 0:00:00;26695;26950;28387;27415
29.12.2018 0:00:00;28716;28983;30103;29574
29.12.2018 0:00:00;29866;30079;31793;30501
29.12.2018 0:00:00;30328;30500;33043;31080
29.12.2018 0:00:00;30789;30936;34014;31465
29.12.2018 0:00:00;30587;30963;33826;31772
29.12.2018 0:00:00;30081;30292;33080;30680
29.12.2018 0:00:00;30469;30525;32717;30769
29.12.2018 0:00:00;30512;30329;32646;30336
29.12.2018 0:00:00;30118;29833;32164;29764
29.12.2018 0:00:00;30338;30273;32541;30428
29.12.2018 0:00:00;30705;30675;33786;30916
29.12.2018 0:00:00;30567;30608;33915;30749
29.12.2018 0:00:00;30281;30417;33557;31015
29.12.2018 0:00:00;29286;29362;32968;29792
29.12.2018 0:00:00;29224;29275;32689;29494
29.12.2018 0:00:00;28420;28486;31752;28835
29.12.2018 0:00:00;27615;27717;30281;28180
29.12.2018 0:00:00;27419;27503;29009;27955
29.12.2018 0:00:00;26136;26098;28006;26550
30.12.2018 0:00:00;25535;25514;26932;25896
30.12.2018 0:00:00;25262;25248;26531;25668
30.12.2018 0:00:00;25252;25240;26252;25429
30.12.2018 0:00:00;25242;25244;26448;25536
30.12.2018 0:00:00;25714;25811;26873;26288
30.12.2018 0:00:00;26572;26560;27724;26762
30.12.2018 0:00:00;27987;27675;28751;27538
30.12.2018 0:00:00;28801;28897;29827;29180
30.12.2018 0:00:00;29114;29268;30929;29895
30.12.2018 0:00:00;29171;29338;31324;29803
30.12.2018 0:00:00;29206;29314;31256;29775
30.12.2018 0:00:00;29179;29274;31197;29617
30.12.2018 0:00:00;28942;28953;31102;29148
30.12.2018 0:00:00;29009;29090;31229;29358
30.12.2018 0:00:00;29786;29904;31677;30234
30.12.2018 0:00:00;30041;30568;32535;31514
30.12.2018 0:00:00;30040;30855;33032;32057
30.12.2018 0:00:00;30040;30382;32739;31144
30.12.2018 0:00:00;29864;30291;32186;30822
30.12.2018 0:00:00;29391;29831;32012;30626
30.12.2018 0:00:00;28286;28939;30960;30067
30.12.2018 0:00:00;27805;27635;29713;27655
30.12.2018 0:00:00;27446;27028;28258;26856
30.12.2018 0:00:00;27010;26010;27337;25383
31.12.2018 0:00:00;24962;25128;26168;25570
31.12.2018 0:00:00;24678;24952;25817;25424
31.12.2018 0:00:00;24640;24699;25406;25142
31.12.2018 0:00:00;24668;24934;25491;25511
31.12.2018 0:00:00;25016;25074;26215;25313
31.12.2018 0:00:00;26008;26084;26797;26368
31.12.2018 0:00:00;26975;27857;27633;28890
31.12.2018 0:00:00;27861;27971;28638;28384
31.12.2018 0:00:00;28643;28747;29733;28952
31.12.2018 0:00:00;28969;29074;30204;29350
31.12.2018 0:00:00;29001;29117;30463;29675
31.12.2018 0:00:00;28959;29087;30332;29673
31.12.2018 0:00:00;28960;29066;30292;29370
31.12.2018 0:00:00;28923;29362;29965;29939
31.12.2018 0:00:00;29872;30508;30753;31338
31.12.2018 0:00:00;30651;30899;31736;31252
31.12.2018 0:00:00;31018;31239;32013;31910
31.12.2018 0:00:00;30896;30955;31733;31440
31.12.2018 0:00:00;30761;30872;31053;31475
31.12.2018 0:00:00;29661;29802;30816;30182
31.12.2018 0:00:00;28557;28662;30112;29157
31.12.2018 0:00:00;28546;28648;29180;29150
31.12.2018 0:00:00;28473;28562;27690;29019
31.12.2018 0:00:00;27951;28042;27246;28509
