DATE;GEN_PLAN;GEN_FACT;E_USE_FACT;PREDICTION
28.11.2018 0:00:00;33756;33907;34527;34337
28.11.2018 0:00:00;33720;33834;34592;34094
28.11.2018 0:00:00;34250;34351;34868;34859
28.11.2018 0:00:00;34827;35225;35742;35941
28.11.2018 0:00:00;34775;35172;35794;35759
28.11.2018 0:00:00;34448;35048;35490;35987
28.11.2018 0:00:00;33274;33814;34457;34593
28.11.2018 0:00:00;33062;33632;34257;34470
28.11.2018 0:00:00;31897;32363;32845;33053
28.11.2018 0:00:00;30083;30248;30961;30643
28.11.2018 0:00:00;28926;29049;29599;29333
28.11.2018 0:00:00;27733;27799;28046;28249
29.11.2018 0:00:00;26909;26957;27411;27429
29.11.2018 0:00:00;26932;26996;27364;27247
29.11.2018 0:00:00;26928;27001;27266;27319
29.11.2018 0:00:00;27628;27644;27472;28055
29.11.2018 0:00:00;29515;29731;28940;30186
29.11.2018 0:00:00;32100;32074;31136;32236
29.11.2018 0:00:00;33181;33206;33511;33406
29.11.2018 0:00:00;33824;34716;34816;35903
29.11.2018 0:00:00;34383;34683;35620;35297
29.11.2018 0:00:00;34139;34319;35464;34610
29.11.2018 0:00:00;33631;33736;34862;33994
29.11.2018 0:00:00;33546;33727;34589;34155
29.11.2018 0:00:00;33544;33671;34752;34157
29.11.2018 0:00:00;33563;33694;34773;34031
29.11.2018 0:00:00;33899;33996;35017;34364
29.11.2018 0:00:00;34564;34771;35972;35286
29.11.2018 0:00:00;34829;35456;36029;36539
29.11.2018 0:00:00;34385;34700;35844;35193
29.11.2018 0:00:00;33265;33516;34940;34039
29.11.2018 0:00:00;32744;32812;34533;33271
29.11.2018 0:00:00;32100;32188;33278;32686
29.11.2018 0:00:00;30275;30378;31352;30805
29.11.2018 0:00:00;29122;29166;29811;29709
29.11.2018 0:00:00;27860;27659;28635;27582
30.11.2018 0:00:00;27596;27652;27934;27899
30.11.2018 0:00:00;27295;27362;27747;27780
30.11.2018 0:00:00;27725;27771;27888;28143
30.11.2018 0:00:00;28204;28292;28102;28483
30.11.2018 0:00:00;29451;29545;29509;30014
30.11.2018 0:00:00;32007;32170;31926;32622
30.11.2018 0:00:00;33631;33665;34096;33919
30.11.2018 0:00:00;34470;34318;35478;34511
30.11.2018 0:00:00;34968;34973;36515;35277
30.11.2018 0:00:00;34822;35586;36219;36814
30.11.2018 0:00:00;34255;35578;35552;37162
30.11.2018 0:00:00;34268;35058;35318;36198
30.11.2018 0:00:00;34282;35094;35363;36105
30.11.2018 0:00:00;34163;35088;35089;36315
30.11.2018 0:00:00;34308;34520;35300;35116
30.11.2018 0:00:00;35091;35111;36227;35324
30.11.2018 0:00:00;35153;35124;36241;35306
30.11.2018 0:00:00;33896;34141;35757;34823
30.11.2018 0:00:00;33430;34609;35220;36125
30.11.2018 0:00:00;32709;32942;34626;33562
30.11.2018 0:00:00;31347;31636;33472;32287
30.11.2018 0:00:00;30378;30627;31806;31043
30.11.2018 0:00:00;29455;29903;30360;30736
30.11.2018 0:00:00;28446;28566;29227;29055
01.12.2018 0:00:00;27870;27940;28553;28211
01.12.2018 0:00:00;27414;27500;28026;27861
01.12.2018 0:00:00;27343;27441;28000;27957
01.12.2018 0:00:00;27701;27751;28090;28288
01.12.2018 0:00:00;28680;28772;28650;29289
01.12.2018 0:00:00;30370;30369;29786;30807
01.12.2018 0:00:00;32014;32036;30676;32270
01.12.2018 0:00:00;32503;32607;32054;33053
01.12.2018 0:00:00;33088;33182;33467;33671
01.12.2018 0:00:00;32987;33066;33554;33251
01.12.2018 0:00:00;32932;33062;33794;33679
01.12.2018 0:00:00;32936;33062;33573;33369
01.12.2018 0:00:00;32945;33066;33139;33561
01.12.2018 0:00:00;33051;33150;33098;33687
01.12.2018 0:00:00;33863;33953;34016;34185
01.12.2018 0:00:00;34092;34596;35121;35240
01.12.2018 0:00:00;34440;34885;34760;35523
01.12.2018 0:00:00;33915;34034;34724;34621
01.12.2018 0:00:00;33793;33909;34053;34274
01.12.2018 0:00:00;32283;32755;33315;33625
01.12.2018 0:00:00;30825;30948;32533;31445
01.12.2018 0:00:00;29773;29882;31141;30464
01.12.2018 0:00:00;28718;28824;29644;29178
01.12.2018 0:00:00;27163;27276;28477;27857
02.12.2018 0:00:00;26724;26801;27908;27249
02.12.2018 0:00:00;26230;26337;27341;26892
02.12.2018 0:00:00;26106;26225;27140;26723
02.12.2018 0:00:00;26088;26206;27501;26433
02.12.2018 0:00:00;26455;26584;27711;26985
02.12.2018 0:00:00;27756;27804;28620;28224
02.12.2018 0:00:00;29192;29098;29666;29193
02.12.2018 0:00:00;30262;30192;30517;30567
02.12.2018 0:00:00;30931;31057;31956;31530
02.12.2018 0:00:00;30950;31105;32582;31460
02.12.2018 0:00:00;30949;31118;32533;31740
02.12.2018 0:00:00;31007;31172;32555;31585
02.12.2018 0:00:00;31097;31216;32643;31512
02.12.2018 0:00:00;31104;31229;32629;31457
02.12.2018 0:00:00;32106;32225;33167;32467
02.12.2018 0:00:00;32354;32532;34114;33131
02.12.2018 0:00:00;32824;32874;34366;33277
02.12.2018 0:00:00;32647;32950;34082;33612
02.12.2018 0:00:00;32403;32595;33647;33052
02.12.2018 0:00:00;31035;31325;33003;31724
02.12.2018 0:00:00;30069;30182;31962;30415
02.12.2018 0:00:00;29300;29422;30364;29802
02.12.2018 0:00:00;27578;27708;28622;28270
02.12.2018 0:00:00;27147;27195;27852;27502
03.12.2018 0:00:00;26375;26449;27219;26652
03.12.2018 0:00:00;26184;26317;26829;26733
03.12.2018 0:00:00;26209;26356;26808;26720
03.12.2018 0:00:00;26498;26616;27201;27113
03.12.2018 0:00:00;28539;28657;28630;29200
03.12.2018 0:00:00;31387;31455;31161;31912
03.12.2018 0:00:00;32477;32585;33250;33098
03.12.2018 0:00:00;33145;32864;34665;33032
03.12.2018 0:00:00;33887;34023;35612;34505
03.12.2018 0:00:00;33543;33843;35661;34298
03.12.2018 0:00:00;32872;33323;35233;33923
03.12.2018 0:00:00;32933;33409;35108;34273
03.12.2018 0:00:00;33149;34015;35235;35287
03.12.2018 0:00:00;33175;33312;35249;33693
03.12.2018 0:00:00;33532;33655;35688;34241
03.12.2018 0:00:00;34347;34626;36039;35303
03.12.2018 0:00:00;34037;34128;35790;34338
03.12.2018 0:00:00;33935;34038;35608;34489
03.12.2018 0:00:00;32854;32953;35110;33412
03.12.2018 0:00:00;31908;31994;34281;32451
03.12.2018 0:00:00;30975;30882;33190;30941
03.12.2018 0:00:00;29435;29491;31289;29868
03.12.2018 0:00:00;28601;28244;29569;28269
03.12.2018 0:00:00;27459;27510;28362;27881
04.12.2018 0:00:00;26855;26901;27728;27080
04.12.2018 0:00:00;26701;26817;27229;27210
04.12.2018 0:00:00;26722;26839;27344;27103
04.12.2018 0:00:00;27283;27396;27775;27656
04.12.2018 0:00:00;29187;29283;28930;29724
04.12.2018 0:00:00;31247;31339;31497;31870
04.12.2018 0:00:00;32375;32430;33677;32845
04.12.2018 0:00:00;33212;33684;35009;34336
04.12.2018 0:00:00;33602;33750;35773;34383
04.12.2018 0:00:00;33328;33755;35743;34648
04.12.2018 0:00:00;32668;33750;35172;35150
04.12.2018 0:00:00;32896;33802;35143;35204
04.12.2018 0:00:00;33003;33841;35294;34973
04.12.2018 0:00:00;32988;33529;35268;34525
04.12.2018 0:00:00;33495;33599;35726;33888
04.12.2018 0:00:00;34119;34801;35830;35867
04.12.2018 0:00:00;33969;34613;35747;35421
04.12.2018 0:00:00;33235;33622;35524;34337
04.12.2018 0:00:00;32650;32815;34690;33286
04.12.2018 0:00:00;31170;30930;34103;31094
04.12.2018 0:00:00;30285;30143;32454;30150
04.12.2018 0:00:00;28783;28749;30872;29068
04.12.2018 0:00:00;28673;28090;29204;27929
04.12.2018 0:00:00;26905;26593;28107;26750
05.12.2018 0:00:00;26922;26783;27432;26947
05.12.2018 0:00:00;26958;26925;26893;27183
05.12.2018 0:00:00;27202;26916;26742;26928
05.12.2018 0:00:00;27357;27348;27159;27498
05.12.2018 0:00:00;29267;29454;28477;29864
05.12.2018 0:00:00;31464;32007;31054;32795
05.12.2018 0:00:00;32670;32971;33156;33571
05.12.2018 0:00:00;33501;33822;34412;34339
05.12.2018 0:00:00;33835;33683;35188;33761
05.12.2018 0:00:00;33646;33591;34959;34036
05.12.2018 0:00:00;32882;32854;34723;33044
05.12.2018 0:00:00;32881;32870;34623;33224
05.12.2018 0:00:00;33062;33076;34624;33542
05.12.2018 0:00:00;33060;33062;34807;33260
05.12.2018 0:00:00;33629;33646;35145;33769
05.12.2018 0:00:00;34370;34526;35623;34798
05.12.2018 0:00:00;34149;34145;35528;34311
05.12.2018 0:00:00;33698;34065;34996;34584
05.12.2018 0:00:00;32777;32792;34509;33137
05.12.2018 0:00:00;31994;32022;33793;32275
05.12.2018 0:00:00;30781;30796;32424;31119
05.12.2018 0:00:00;29976;29975;30535;30289
05.12.2018 0:00:00;28954;29214;29049;29850
05.12.2018 0:00:00;27975;28064;27932;28329
06.12.2018 0:00:00;27056;27159;27452;27375
06.12.2018 0:00:00;26670;26739;27065;26926
06.12.2018 0:00:00;26663;26747;27135;27208
06.12.2018 0:00:00;27627;27693;27243;28145
06.12.2018 0:00:00;29221;29287;28724;29769
06.12.2018 0:00:00;31527;31571;30976;32113
06.12.2018 0:00:00;32687;33662;32948;35074
06.12.2018 0:00:00;33636;34285;34211;35059
06.12.2018 0:00:00;33962;34059;34827;34331
06.12.2018 0:00:00;33817;33950;34760;34573
06.12.2018 0:00:00;33166;33216;34243;33644
06.12.2018 0:00:00;33155;33195;34204;33691
06.12.2018 0:00:00;33199;33280;34319;33576
06.12.2018 0:00:00;33157;33261;34268;33522
06.12.2018 0:00:00;33592;33708;34820;34145
06.12.2018 0:00:00;34230;34440;35096;34801
06.12.2018 0:00:00;34194;34493;35229;35243
06.12.2018 0:00:00;33668;33779;34903;34138
06.12.2018 0:00:00;32726;32832;34051;33293
06.12.2018 0:00:00;32056;32146;33542;32661
06.12.2018 0:00:00;30963;31083;32338;31690
06.12.2018 0:00:00;30290;30398;30643;30635
06.12.2018 0:00:00;29115;29197;28990;29394
06.12.2018 0:00:00;27999;28119;27829;28534
07.12.2018 0:00:00;27050;27149;27019;27603
07.12.2018 0:00:00;26433;26520;26892;27007
07.12.2018 0:00:00;26473;26571;26948;26884
07.12.2018 0:00:00;27216;27332;27043;27792
07.12.2018 0:00:00;28901;28966;28493;29132
07.12.2018 0:00:00;31598;32098;30738;32969
07.12.2018 0:00:00;32184;32609;32851;33241
07.12.2018 0:00:00;33186;33320;34009;33576
07.12.2018 0:00:00;33633;33695;35085;34039
07.12.2018 0:00:00;33425;33539;34790;34110
07.12.2018 0:00:00;32794;32887;34431;33228
07.12.2018 0:00:00;33053;33135;34581;33639
07.12.2018 0:00:00;33072;33516;34603;34169
07.12.2018 0:00:00;33058;33622;34445;34320
07.12.2018 0:00:00;33581;34087;34819;34860
07.12.2018 0:00:00;34190;34722;35105;35664
07.12.2018 0:00:00;34330;34514;35270;35120
07.12.2018 0:00:00;33895;34405;34680;35078
07.12.2018 0:00:00;33044;33433;34018;34264
07.12.2018 0:00:00;32855;32959;33460;33554
07.12.2018 0:00:00;31547;31629;32467;31903
07.12.2018 0:00:00;30077;30177;30825;30485
07.12.2018 0:00:00;28738;28801;29277;29325
07.12.2018 0:00:00;27518;27569;28058;27900
08.12.2018 0:00:00;27461;27481;27167;27870
08.12.2018 0:00:00;27184;27260;26757;27674
08.12.2018 0:00:00;27185;27234;26608;27746
08.12.2018 0:00:00;27251;27304;26937;27823
08.12.2018 0:00:00;27695;27774;27504;28103
08.12.2018 0:00:00;29493;29541;28361;30036
08.12.2018 0:00:00;30855;30923;29785;31193
08.12.2018 0:00:00;31419;31508;30959;31723
08.12.2018 0:00:00;31690;31783;32223;32263
08.12.2018 0:00:00;31764;31831;32633;32040
08.12.2018 0:00:00;31685;31774;32573;32140
08.12.2018 0:00:00;31605;31683;32440;32134
08.12.2018 0:00:00;31695;31707;32471;32099
08.12.2018 0:00:00;31887;31866;32487;32197
08.12.2018 0:00:00;32711;33180;33126;34105
08.12.2018 0:00:00;33402;33850;33997;34562
08.12.2018 0:00:00;33429;33884;33960;34691
08.12.2018 0:00:00;33298;33361;33475;33881
08.12.2018 0:00:00;32939;32998;32955;33227
08.12.2018 0:00:00;31773;31801;32495;32288
08.12.2018 0:00:00;31308;31648;31507;32397
08.12.2018 0:00:00;30056;29805;30281;30018
08.12.2018 0:00:00;28816;28871;29046;29050
08.12.2018 0:00:00;27635;27694;27954;28074
09.12.2018 0:00:00;27112;27188;27180;27674
09.12.2018 0:00:00;26787;26498;26782;26683
09.12.2018 0:00:00;26537;26254;26644;26137
09.12.2018 0:00:00;26797;26553;26749;26648
09.12.2018 0:00:00;27474;27179;27149;27201
09.12.2018 0:00:00;28276;28374;27927;28594
09.12.2018 0:00:00;29473;29216;28809;29303
09.12.2018 0:00:00;30737;30772;29914;30969
09.12.2018 0:00:00;31620;31508;31328;31629
09.12.2018 0:00:00;31820;31761;31814;32086
09.12.2018 0:00:00;31803;31498;31912;31591
09.12.2018 0:00:00;31360;30991;31831;30955
09.12.2018 0:00:00;31793;31690;31863;31989
09.12.2018 0:00:00;31793;31892;31957;32108
09.12.2018 0:00:00;32586;32830;32718;33302
09.12.2018 0:00:00;33279;33475;33874;34051
09.12.2018 0:00:00;33105;33794;33925;34640
09.12.2018 0:00:00;33087;33256;33648;33899
09.12.2018 0:00:00;32688;33264;33145;34008
09.12.2018 0:00:00;31886;32553;32610;33365
09.12.2018 0:00:00;30643;30887;31598;31538
09.12.2018 0:00:00;29485;29694;30099;30268
09.12.2018 0:00:00;28211;28406;28639;29017
09.12.2018 0:00:00;27429;27515;27397;27790
10.12.2018 0:00:00;27116;27160;27024;27661
10.12.2018 0:00:00;26980;26997;26574;27392
10.12.2018 0:00:00;26799;26951;26390;27292
10.12.2018 0:00:00;27560;27692;26633;27957
10.12.2018 0:00:00;29034;29268;28001;29900
10.12.2018 0:00:00;31686;31892;30270;32474
10.12.2018 0:00:00;32651;32729;32357;33260
10.12.2018 0:00:00;33773;33806;34078;34125
10.12.2018 0:00:00;34414;34625;34696;35024
10.12.2018 0:00:00;34183;34382;34583;34710
10.12.2018 0:00:00;33723;33924;33982;34506
10.12.2018 0:00:00;33658;33938;34156;34474
10.12.2018 0:00:00;33791;34385;34338;35300
10.12.2018 0:00:00;33804;34316;34248;35304
10.12.2018 0:00:00;34037;34643;34529;35706
10.12.2018 0:00:00;34728;35304;35249;36134
10.12.2018 0:00:00;34712;35167;34952;35872
10.12.2018 0:00:00;34342;34594;34550;35207
10.12.2018 0:00:00;33391;33797;33907;34394
10.12.2018 0:00:00;32970;33350;33345;33970
10.12.2018 0:00:00;32057;32503;31886;33359
10.12.2018 0:00:00;30909;30951;30187;31364
10.12.2018 0:00:00;29305;29613;28783;30130
10.12.2018 0:00:00;28079;28159;27312;28601
11.12.2018 0:00:00;27610;27420;26821;27620
11.12.2018 0:00:00;27228;27184;26544;27385
11.12.2018 0:00:00;27099;27215;26325;27513
11.12.2018 0:00:00;27882;28002;26792;28605
11.12.2018 0:00:00;29271;29391;27994;29748
11.12.2018 0:00:00;32250;32300;30432;32821
11.12.2018 0:00:00;33173;33879;32746;34982
11.12.2018 0:00:00;34082;34496;34062;35284
11.12.2018 0:00:00;34554;34628;34560;35030
11.12.2018 0:00:00;34550;34614;34595;34885
11.12.2018 0:00:00;33764;33857;34209;34399
11.12.2018 0:00:00;33925;34037;33892;34400
11.12.2018 0:00:00;34184;34247;34224;34747
11.12.2018 0:00:00;33803;33908;34014;34328
11.12.2018 0:00:00;34271;34345;34486;34604
11.12.2018 0:00:00;35089;35406;34873;36010
11.12.2018 0:00:00;34707;34565;34864;34564
11.12.2018 0:00:00;33789;33918;34639;34218
11.12.2018 0:00:00;32746;33034;33565;33674
11.12.2018 0:00:00;32370;32468;33010;33029
11.12.2018 0:00:00;31321;31460;31927;31825
11.12.2018 0:00:00;30490;30599;29983;31096
11.12.2018 0:00:00;28769;28837;28588;29077
11.12.2018 0:00:00;28131;28203;27403;28533
12.12.2018 0:00:00;27402;27232;26731;27233
12.12.2018 0:00:00;26928;26752;26256;26722
12.12.2018 0:00:00;27005;26736;26248;26907
12.12.2018 0:00:00;27856;27462;26609;27273
12.12.2018 0:00:00;29668;29535;27964;29641
12.12.2018 0:00:00;31806;31567;30405;31451
12.12.2018 0:00:00;32981;33003;32395;33474
12.12.2018 0:00:00;33717;33770;33766;34118
12.12.2018 0:00:00;34072;33698;34459;33506
12.12.2018 0:00:00;33739;33405;34487;33443
12.12.2018 0:00:00;32855;33078;33978;33799
12.12.2018 0:00:00;33109;33569;34149;34158
12.12.2018 0:00:00;33405;34120;34093;35189
12.12.2018 0:00:00;33229;33295;34168;33836
12.12.2018 0:00:00;33619;33690;34604;34201
12.12.2018 0:00:00;34712;35362;35086;36318
12.12.2018 0:00:00;34588;34653;34993;35117
12.12.2018 0:00:00;33734;33786;34649;34190
12.12.2018 0:00:00;32499;33168;33842;34092
12.12.2018 0:00:00;32228;32592;33136;33442
12.12.2018 0:00:00;31662;31951;31893;32592
12.12.2018 0:00:00;30103;30190;30249;30727
12.12.2018 0:00:00;28470;28664;28445;29146
12.12.2018 0:00:00;27937;27892;27425;28137
13.12.2018 0:00:00;27154;26863;26846;26992
13.12.2018 0:00:00;26939;26848;26359;27147
13.12.2018 0:00:00;26856;26718;26308;26703
13.12.2018 0:00:00;27872;27348;26676;27117
13.12.2018 0:00:00;28983;28564;28050;28562
13.12.2018 0:00:00;32008;31403;30537;30978
13.12.2018 0:00:00;32890;32432;32245;32473
13.12.2018 0:00:00;33657;33728;33882;34290
13.12.2018 0:00:00;34046;33834;34507;34039
13.12.2018 0:00:00;33744;33446;34307;33287
13.12.2018 0:00:00;33146;32886;33943;32838
13.12.2018 0:00:00;33067;33170;33947;33620
13.12.2018 0:00:00;33191;33330;34181;33663
13.12.2018 0:00:00;33027;33118;34111;33473
13.12.2018 0:00:00;33231;33663;34677;34552
13.12.2018 0:00:00;34116;35082;35081;36260
13.12.2018 0:00:00;33880;34307;34950;34964
13.12.2018 0:00:00;33452;34275;34702;35323
13.12.2018 0:00:00;32539;33166;34108;34139
13.12.2018 0:00:00;32275;32458;33351;32986
13.12.2018 0:00:00;31323;31762;32277;32381
13.12.2018 0:00:00;30113;31178;30491;32416
13.12.2018 0:00:00;28658;29190;28849;29829
13.12.2018 0:00:00;27994;28108;27823;28541
14.12.2018 0:00:00;27027;27046;27123;27379
14.12.2018 0:00:00;26794;26764;26727;27167
14.12.2018 0:00:00;26867;26886;26678;27034
14.12.2018 0:00:00;27637;27699;26945;28092
14.12.2018 0:00:00;29295;29346;28221;29726
14.12.2018 0:00:00;31934;31950;30599;32066
14.12.2018 0:00:00;33070;33120;32573;33328
14.12.2018 0:00:00;33717;33775;34324;34259
14.12.2018 0:00:00;34313;34391;34929;34965
14.12.2018 0:00:00;34133;34166;34854;34608
14.12.2018 0:00:00;33400;33500;34257;33770
14.12.2018 0:00:00;33498;33652;34363;33939
14.12.2018 0:00:00;33409;34134;34544;35259
14.12.2018 0:00:00;33410;33844;34269;34461
14.12.2018 0:00:00;33755;33819;34867;34096
14.12.2018 0:00:00;34964;34925;35186;35299
14.12.2018 0:00:00;34673;34691;35081;35154
14.12.2018 0:00:00;33902;33891;34786;34242
14.12.2018 0:00:00;32659;32633;34027;32901
14.12.2018 0:00:00;32260;32537;33402;33297
14.12.2018 0:00:00;31112;31760;32365;32603
14.12.2018 0:00:00;29926;30021;30732;30234
14.12.2018 0:00:00;29002;29013;29132;29353
14.12.2018 0:00:00;28564;28678;27960;29237
15.12.2018 0:00:00;27699;27759;27234;28240
15.12.2018 0:00:00;27305;27367;26609;27621
15.12.2018 0:00:00;27118;27202;26444;27709
15.12.2018 0:00:00;27186;27248;26796;27768
15.12.2018 0:00:00;28046;28088;27400;28617
15.12.2018 0:00:00;29761;29815;28287;29970
15.12.2018 0:00:00;30842;30880;29652;31118
15.12.2018 0:00:00;32017;32175;30845;32669
15.12.2018 0:00:00;32975;33009;32094;33207
15.12.2018 0:00:00;32828;32919;32607;33134
15.12.2018 0:00:00;32823;32868;32427;33320
15.12.2018 0:00:00;32885;32910;32467;33275
15.12.2018 0:00:00;32891;32911;32178;33047
15.12.2018 0:00:00;33067;33099;32206;33588
15.12.2018 0:00:00;33752;33843;33009;34359
15.12.2018 0:00:00;34272;34177;34084;34547
15.12.2018 0:00:00;34311;34514;34106;35167
15.12.2018 0:00:00;34073;34421;33944;34993
15.12.2018 0:00:00;32565;32666;33181;33238
15.12.2018 0:00:00;31160;31256;32789;31535
15.12.2018 0:00:00;30548;30964;32011;31567
15.12.2018 0:00:00;29790;29883;30500;30449
15.12.2018 0:00:00;28970;29108;29290;29655
15.12.2018 0:00:00;28174;28188;28319;28494
16.12.2018 0:00:00;27455;27558;27338;27934
16.12.2018 0:00:00;26955;27169;27130;27882
16.12.2018 0:00:00;26975;26817;27184;26775
16.12.2018 0:00:00;26980;27020;27264;27382
16.12.2018 0:00:00;27481;27574;27748;27982
16.12.2018 0:00:00;28908;29009;28397;29555
16.12.2018 0:00:00;30202;30244;29396;30677
16.12.2018 0:00:00;30965;30948;30747;31420
16.12.2018 0:00:00;32679;32503;31957;32585
16.12.2018 0:00:00;32664;32644;32502;33009
16.12.2018 0:00:00;32716;32735;32555;32945
16.12.2018 0:00:00;32673;32777;32620;33223
16.12.2018 0:00:00;32738;32826;32354;33236
16.12.2018 0:00:00;32758;32911;32461;33183
16.12.2018 0:00:00;33239;33425;33213;34047
16.12.2018 0:00:00;33699;34212;34334;34883
16.12.2018 0:00:00;34068;34229;34600;34626
16.12.2018 0:00:00;33182;33110;34563;33426
16.12.2018 0:00:00;33164;33820;34145;34591
16.12.2018 0:00:00;32283;33165;33619;34247
16.12.2018 0:00:00;31395;32165;32877;33157
16.12.2018 0:00:00;30737;30984;31221;31522
16.12.2018 0:00:00;29314;29462;29801;30013
16.12.2018 0:00:00;28968;29085;28944;29505
17.12.2018 0:00:00;27788;27904;28221;28459
17.12.2018 0:00:00;27600;27721;27798;28054
17.12.2018 0:00:00;27685;27813;27921;28304
17.12.2018 0:00:00;28261;28385;28275;28694
17.12.2018 0:00:00;30067;30146;29837;30430
17.12.2018 0:00:00;33042;33091;32332;33338
17.12.2018 0:00:00;34642;34700;34538;35161
17.12.2018 0:00:00;35432;35948;36319;36942
17.12.2018 0:00:00;36066;36237;37147;36663
17.12.2018 0:00:00;35638;36177;37139;37145
17.12.2018 0:00:00;34974;35552;36700;36543
17.12.2018 0:00:00;35149;35617;36427;36307
17.12.2018 0:00:00;35273;35593;36267;36115
17.12.2018 0:00:00;35167;35281;36493;35506
17.12.2018 0:00:00;35335;35523;36714;35843
17.12.2018 0:00:00;36465;36569;37328;36793
17.12.2018 0:00:00;36372;36564;37226;36902
17.12.2018 0:00:00;35595;35914;36873;36382
17.12.2018 0:00:00;34672;34989;36234;35701
17.12.2018 0:00:00;33572;34171;35556;35053
17.12.2018 0:00:00;32474;33007;34328;33841
17.12.2018 0:00:00;31576;31728;32193;32166
17.12.2018 0:00:00;30168;30168;30689;30346
17.12.2018 0:00:00;28393;28515;29464;29017
18.12.2018 0:00:00;28606;28603;28797;28920
18.12.2018 0:00:00;28153;28200;28599;28525
18.12.2018 0:00:00;28183;28240;28580;28680
18.12.2018 0:00:00;28855;28764;28972;28795
18.12.2018 0:00:00;30544;30621;30278;31085
18.12.2018 0:00:00;33283;33268;32781;33464
18.12.2018 0:00:00;35066;35083;34899;35463
18.12.2018 0:00:00;35668;36029;36327;36828
18.12.2018 0:00:00;36246;36844;37230;37593
18.12.2018 0:00:00;35976;36264;36941;36747
18.12.2018 0:00:00;35244;35293;36478;35702
18.12.2018 0:00:00;35232;35942;36494;36824
18.12.2018 0:00:00;35094;35224;36522;35671
18.12.2018 0:00:00;35111;35416;36557;36201
18.12.2018 0:00:00;35611;35965;36980;36734
18.12.2018 0:00:00;36475;37184;37396;38104
18.12.2018 0:00:00;36467;37374;37255;38687
18.12.2018 0:00:00;36083;37064;36764;38538
18.12.2018 0:00:00;34945;35509;36136;36532
18.12.2018 0:00:00;33838;34388;35366;35354
18.12.2018 0:00:00;32661;33301;34361;34269
18.12.2018 0:00:00;31431;32027;32358;33073
18.12.2018 0:00:00;30441;30384;30528;30702
18.12.2018 0:00:00;29363;29366;29575;29625
19.12.2018 0:00:00;28938;29052;28789;29393
19.12.2018 0:00:00;28784;28924;28561;29474
19.12.2018 0:00:00;28806;28883;28469;29266
19.12.2018 0:00:00;29258;29165;28802;29362
19.12.2018 0:00:00;30853;31261;30064;31857
19.12.2018 0:00:00;33774;33966;32403;34495
19.12.2018 0:00:00;35178;35385;34602;36021
19.12.2018 0:00:00;35695;35796;36039;36273
19.12.2018 0:00:00;36532;36871;36675;37677
19.12.2018 0:00:00;36256;36343;36442;36760
19.12.2018 0:00:00;35637;35704;35900;35948
19.12.2018 0:00:00;35678;35722;35706;36042
19.12.2018 0:00:00;35666;35944;36025;36715
19.12.2018 0:00:00;35799;36152;35836;36628
19.12.2018 0:00:00;36126;36456;36347;37096
19.12.2018 0:00:00;36973;37304;36742;37801
19.12.2018 0:00:00;36764;37151;36728;37741
19.12.2018 0:00:00;35148;35540;36401;36338
19.12.2018 0:00:00;34612;35177;35708;36178
19.12.2018 0:00:00;33586;33687;35258;34110
19.12.2018 0:00:00;33173;33297;33952;33784
19.12.2018 0:00:00;31863;32180;32045;32812
19.12.2018 0:00:00;30621;30818;30396;31140
19.12.2018 0:00:00;30109;30201;29400;30674
20.12.2018 0:00:00;29221;29049;28636;29065
20.12.2018 0:00:00;29108;28960;28157;29080
20.12.2018 0:00:00;29107;29259;28145;29643
20.12.2018 0:00:00;29464;29656;28547;30320
20.12.2018 0:00:00;30732;30908;29794;31573
20.12.2018 0:00:00;33450;33560;32303;34009
20.12.2018 0:00:00;34908;35030;34560;35339
20.12.2018 0:00:00;36126;36330;36141;36685
20.12.2018 0:00:00;35948;36180;36888;36578
20.12.2018 0:00:00;36539;36907;36807;37638
20.12.2018 0:00:00;35770;35951;36300;36452
20.12.2018 0:00:00;35911;36892;36259;38253
20.12.2018 0:00:00;35991;36938;36334;38240
20.12.2018 0:00:00;35454;36102;36247;37150
20.12.2018 0:00:00;35911;36319;36787;36963
20.12.2018 0:00:00;36833;37870;37237;39095
20.12.2018 0:00:00;36352;37090;37153;38234
20.12.2018 0:00:00;35052;35657;36660;36498
20.12.2018 0:00:00;34086;34293;36012;34729
20.12.2018 0:00:00;33136;33358;35411;33689
20.12.2018 0:00:00;32552;32960;34062;33776
20.12.2018 0:00:00;31783;32143;32003;32721
20.12.2018 0:00:00;30634;31042;30778;31802
20.12.2018 0:00:00;29705;29853;29573;30332
21.12.2018 0:00:00;29012;29145;28589;29520
21.12.2018 0:00:00;28912;29035;28482;29599
21.12.2018 0:00:00;28651;28629;28489;28952
21.12.2018 0:00:00;29206;28921;28761;28816
21.12.2018 0:00:00;30899;31040;30290;31662
21.12.2018 0:00:00;33532;33683;32443;34302
21.12.2018 0:00:00;35599;35719;34653;36136
21.12.2018 0:00:00;36256;36450;36368;37034
21.12.2018 0:00:00;36845;37012;36846;37529
21.12.2018 0:00:00;36631;36763;36729;37144
21.12.2018 0:00:00;35905;36125;36181;36817
21.12.2018 0:00:00;35493;35946;36358;36563
21.12.2018 0:00:00;35402;35883;36444;36843
21.12.2018 0:00:00;35104;35665;36310;36412
21.12.2018 0:00:00;35771;36201;36659;37057
21.12.2018 0:00:00;36617;37121;37006;37816
21.12.2018 0:00:00;36494;36935;36846;37597
21.12.2018 0:00:00;36032;36443;36593;37089
