INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN
20;29.03.2020 0:00;1;0;90162;90782
21;29.03.2020 0:00;1;0;87361;87593
22;29.03.2020 0:00;1;0;84153;84775
23;29.03.2020 0:00;1;0;80913;81238
0;30.03.2020 0:00;1;0;78841;79667
1;30.03.2020 0:00;1;0;77370;78424
2;30.03.2020 0:00;1;0;77396;77366
3;30.03.2020 0:00;1;0;77821;77590
4;30.03.2020 0:00;1;0;78016;78272
5;30.03.2020 0:00;1;0;79546;79598
6;30.03.2020 0:00;1;0;81549;82229
7;30.03.2020 0:00;1;0;84528;84960
8;30.03.2020 0:00;1;0;88085;87536
9;30.03.2020 0:00;1;0;89119;89978
10;30.03.2020 0:00;1;0;89103;90283
11;30.03.2020 0:00;1;0;89135;89554
12;30.03.2020 0:00;1;0;88312;89037
13;30.03.2020 0:00;1;0;88206;88797
14;30.03.2020 0:00;1;0;88024;88532
15;30.03.2020 0:00;1;0;88088;88700
16;30.03.2020 0:00;1;0;88026;88931
17;30.03.2020 0:00;1;0;89114;90076
18;30.03.2020 0:00;1;0;91592;92080
19;30.03.2020 0:00;1;0;92210;92754
20;30.03.2020 0:00;1;0;90865;91279
21;30.03.2020 0:00;1;0;87620;88731
22;30.03.2020 0:00;1;0;84309;85186
23;30.03.2020 0:00;1;0;81558;81683
0;31.03.2020 0:00;1;0;79515;79852
1;31.03.2020 0:00;1;0;78307;78392
2;31.03.2020 0:00;1;0;78091;78024
3;31.03.2020 0:00;1;0;78078;78167
4;31.03.2020 0:00;1;0;78516;78720
5;31.03.2020 0:00;1;0;79811;80150
6;31.03.2020 0:00;1;0;81637;82289
7;31.03.2020 0:00;1;0;84614;85026
8;31.03.2020 0:00;1;0;87604;88487
9;31.03.2020 0:00;1;0;89205;89920
10;31.03.2020 0:00;1;0;89051;89577
11;31.03.2020 0:00;1;0;88900;88962
12;31.03.2020 0:00;1;0;88886;88899
13;31.03.2020 0:00;1;0;88558;88614
14;31.03.2020 0:00;1;0;88280;88645
15;31.03.2020 0:00;1;0;88226;88813
16;31.03.2020 0:00;1;0;88392;88740
17;31.03.2020 0:00;1;0;89190;90005
18;31.03.2020 0:00;1;0;91197;92353
19;31.03.2020 0:00;1;0;92523;92764
20;31.03.2020 0:00;1;0;90656;90807
21;31.03.2020 0:00;1;0;87768;88152
22;31.03.2020 0:00;1;0;84538;84845
23;31.03.2020 0:00;1;0;81704;81835
0;01.04.2020 0:00;1;0;79383;79883
1;01.04.2020 0:00;1;0;78254;78868
2;01.04.2020 0:00;1;0;77862;78304
3;01.04.2020 0:00;1;0;78152;78284
4;01.04.2020 0:00;1;0;78486;78856
5;01.04.2020 0:00;1;0;79326;79980
6;01.04.2020 0:00;1;0;81630;82156
7;01.04.2020 0:00;1;0;83981;84728
8;01.04.2020 0:00;1;0;86800;87371
9;01.04.2020 0:00;1;0;87508;88865
10;01.04.2020 0:00;1;0;87896;88448
11;01.04.2020 0:00;1;0;87597;87588
12;01.04.2020 0:00;1;0;87321;87214
13;01.04.2020 0:00;1;0;87527;87198
14;01.04.2020 0:00;1;0;86979;86943
15;01.04.2020 0:00;1;0;87269;87323
16;01.04.2020 0:00;1;0;87787;87338
17;01.04.2020 0:00;1;0;88692;88560
18;01.04.2020 0:00;1;0;90923;91401
19;01.04.2020 0:00;1;0;91720;92562
20;01.04.2020 0:00;1;0;90631;90728
21;01.04.2020 0:00;1;0;87436;87402
22;01.04.2020 0:00;1;0;84020;84463
23;01.04.2020 0:00;1;0;81470;81317
0;02.04.2020 0:00;1;0;79418;79679
1;02.04.2020 0:00;1;0;78086;78302
2;02.04.2020 0:00;1;0;77564;77850
3;02.04.2020 0:00;1;0;77640;77722
4;02.04.2020 0:00;1;0;77988;78279
5;02.04.2020 0:00;1;0;79176;79049
6;02.04.2020 0:00;1;0;81221;81017
7;02.04.2020 0:00;1;0;83897;83747
8;02.04.2020 0:00;1;0;86727;86790
9;02.04.2020 0:00;1;0;88274;88600
10;02.04.2020 0:00;1;0;88518;88796
11;02.04.2020 0:00;1;0;88706;88548
12;02.04.2020 0:00;1;0;88459;88244
13;02.04.2020 0:00;1;0;88451;88624
14;02.04.2020 0:00;1;0;88225;88213
15;02.04.2020 0:00;1;0;88551;88412
16;02.04.2020 0:00;1;0;88091;88670
17;02.04.2020 0:00;1;0;88837;89821
18;02.04.2020 0:00;1;0;91320;91640
19;02.04.2020 0:00;1;0;92250;91732
20;02.04.2020 0:00;1;0;90643;91009
21;02.04.2020 0:00;1;0;88260;88245
22;02.04.2020 0:00;1;0;84706;84271
23;02.04.2020 0:00;1;0;81805;81359
0;03.04.2020 0:00;1;0;79441;79592
1;03.04.2020 0:00;1;0;78164;78519
2;03.04.2020 0:00;1;0;77744;77747
3;03.04.2020 0:00;1;0;77852;77715
4;03.04.2020 0:00;1;0;78096;78183
5;03.04.2020 0:00;1;0;79310;79188
6;03.04.2020 0:00;1;0;81137;81277
7;03.04.2020 0:00;1;0;83077;83928
8;03.04.2020 0:00;1;0;86088;86638
9;03.04.2020 0:00;1;0;87826;87923
10;03.04.2020 0:00;1;0;87424;88026
11;03.04.2020 0:00;1;0;87351;88060
12;03.04.2020 0:00;1;0;87333;87350
13;03.04.2020 0:00;1;0;87199;87132
14;03.04.2020 0:00;1;0;86570;87146
15;03.04.2020 0:00;1;0;86254;87152
16;03.04.2020 0:00;1;0;86573;86924
17;03.04.2020 0:00;1;0;87668;87602
18;03.04.2020 0:00;1;0;89402;90343
19;03.04.2020 0:00;1;0;90666;91099
20;03.04.2020 0:00;1;0;89697;89808
21;03.04.2020 0:00;1;0;86802;87168
22;03.04.2020 0:00;1;0;83896;83859
23;03.04.2020 0:00;1;0;81159;81078
0;04.04.2020 0:00;1;0;78933;79223
1;04.04.2020 0:00;1;0;77543;77947
2;04.04.2020 0:00;1;0;77030;77481
3;04.04.2020 0:00;1;0;76862;77255
4;04.04.2020 0:00;1;0;77375;77746
5;04.04.2020 0:00;1;0;77689;78644
6;04.04.2020 0:00;1;0;79334;80479
7;04.04.2020 0:00;1;0;81465;82524
8;04.04.2020 0:00;1;0;84246;84964
9;04.04.2020 0:00;1;0;85549;85848
10;04.04.2020 0:00;1;0;86111;86384
11;04.04.2020 0:00;1;0;86143;85680
12;04.04.2020 0:00;1;0;85559;85747
13;04.04.2020 0:00;1;0;86026;86109
14;04.04.2020 0:00;1;0;85661;85998
15;04.04.2020 0:00;1;0;85476;85828
16;04.04.2020 0:00;1;0;85839;86180
17;04.04.2020 0:00;1;0;86417;87109
18;04.04.2020 0:00;1;0;88620;89505
19;04.04.2020 0:00;1;0;90164;90492
20;04.04.2020 0:00;1;0;89035;89597
21;04.04.2020 0:00;1;0;86552;86577
22;04.04.2020 0:00;1;0;83547;83669
23;04.04.2020 0:00;1;0;80983;80946
0;05.04.2020 0:00;1;0;78834;79185
1;05.04.2020 0:00;1;0;77422;77868
2;05.04.2020 0:00;1;0;77049;77455
3;05.04.2020 0:00;1;0;77037;77244
4;05.04.2020 0:00;1;0;76824;77688
5;05.04.2020 0:00;1;0;77130;78406
6;05.04.2020 0:00;1;0;78874;79819
7;05.04.2020 0:00;1;0;80849;81635
8;05.04.2020 0:00;1;0;83640;84232
9;05.04.2020 0:00;1;0;84878;85556
10;05.04.2020 0:00;1;0;85782;85740
11;05.04.2020 0:00;1;0;85716;85792
12;05.04.2020 0:00;1;0;85875;85643
13;05.04.2020 0:00;1;0;85472;85729
14;05.04.2020 0:00;1;0;85737;86079
15;05.04.2020 0:00;1;0;85811;85822
16;05.04.2020 0:00;1;0;85892;86290
17;05.04.2020 0:00;1;0;86769;87326
18;05.04.2020 0:00;1;0;89158;89542
19;05.04.2020 0:00;1;0;90628;90787
20;05.04.2020 0:00;1;0;90178;89868
21;05.04.2020 0:00;1;0;87033;87157
22;05.04.2020 0:00;1;0;83529;84208
23;05.04.2020 0:00;1;0;81390;81569
0;06.04.2020 0:00;1;0;79048;79757
1;06.04.2020 0:00;1;0;77804;78356
2;06.04.2020 0:00;1;0;77656;77518
3;06.04.2020 0:00;1;0;77674;77500
4;06.04.2020 0:00;1;0;77880;78195
5;06.04.2020 0:00;1;0;79177;79052
6;06.04.2020 0:00;1;0;82231;81040
7;06.04.2020 0:00;1;0;85205;83971
8;06.04.2020 0:00;1;0;88409;87745
9;06.04.2020 0:00;1;0;89506;89743
10;06.04.2020 0:00;1;0;89797;90084
11;06.04.2020 0:00;1;0;89744;89812
12;06.04.2020 0:00;1;0;89604;89761
13;06.04.2020 0:00;1;0;89128;89598
14;06.04.2020 0:00;1;0;89432;89354
15;06.04.2020 0:00;1;0;89500;89320
16;06.04.2020 0:00;1;0;88727;89793
17;06.04.2020 0:00;1;0;89881;90356
18;06.04.2020 0:00;1;0;91425;91981
19;06.04.2020 0:00;1;0;92951;93335
20;06.04.2020 0:00;1;0;91340;91701
21;06.04.2020 0:00;1;0;88223;88638
22;06.04.2020 0:00;1;0;84988;85529
23;06.04.2020 0:00;1;0;82108;82629
0;07.04.2020 0:00;1;0;80443;80478
1;07.04.2020 0:00;1;0;78809;79127
2;07.04.2020 0:00;1;0;78565;78546
3;07.04.2020 0:00;1;0;78544;78574
4;07.04.2020 0:00;1;0;78913;79187
5;07.04.2020 0:00;1;0;80329;80389
6;07.04.2020 0:00;1;0;83298;83004
7;07.04.2020 0:00;1;0;85648;86406
8;07.04.2020 0:00;1;0;88515;89623
9;07.04.2020 0:00;1;0;89426;90117
10;07.04.2020 0:00;1;0;89444;90014
11;07.04.2020 0:00;1;0;89366;89511
12;07.04.2020 0:00;1;0;88524;89253
13;07.04.2020 0:00;1;0;88669;88881
14;07.04.2020 0:00;1;0;88439;88619
15;07.04.2020 0:00;1;0;87724;88495
16;07.04.2020 0:00;1;0;87426;88501
17;07.04.2020 0:00;1;0;87687;88828
18;07.04.2020 0:00;1;0;89681;90840
19;07.04.2020 0:00;1;0;91584;92225
20;07.04.2020 0:00;1;0;91008;90603
21;07.04.2020 0:00;1;0;87949;88412
22;07.04.2020 0:00;1;0;84357;85241
23;07.04.2020 0:00;1;0;81325;82158
0;08.04.2020 0:00;1;0;79608;80145
1;08.04.2020 0:00;1;0;78353;78521
2;08.04.2020 0:00;1;0;77689;78050
3;08.04.2020 0:00;1;0;78155;78063
4;08.04.2020 0:00;1;0;78943;78844
5;08.04.2020 0:00;1;0;79910;80390
6;08.04.2020 0:00;1;0;82774;83275
7;08.04.2020 0:00;1;0;85648;85606
8;08.04.2020 0:00;1;0;89287;88554
9;08.04.2020 0:00;1;0;89759;90061
10;08.04.2020 0:00;1;0;90004;90688
11;08.04.2020 0:00;1;0;89451;89924
12;08.04.2020 0:00;1;0;89314;89557
13;08.04.2020 0:00;1;0;89024;89419
14;08.04.2020 0:00;1;0;88796;89116
15;08.04.2020 0:00;1;0;88488;88792
16;08.04.2020 0:00;1;0;88335;88745
17;08.04.2020 0:00;1;0;89108;89691
18;08.04.2020 0:00;1;0;90504;91340
19;08.04.2020 0:00;1;0;92074;92753
20;08.04.2020 0:00;1;0;91102;91586
21;08.04.2020 0:00;1;0;87882;88563
22;08.04.2020 0:00;1;0;84641;84884
23;08.04.2020 0:00;1;0;81452;81651
0;09.04.2020 0:00;1;0;79427;79938
1;09.04.2020 0:00;1;0;78051;78578
2;09.04.2020 0:00;1;0;77213;77811
3;09.04.2020 0:00;1;0;77843;77793
4;09.04.2020 0:00;1;0;78145;78429
5;09.04.2020 0:00;1;0;79192;79831
6;09.04.2020 0:00;1;0;82073;82442
7;09.04.2020 0:00;1;0;85274;85384
8;09.04.2020 0:00;1;0;88054;88852
9;09.04.2020 0:00;1;0;89231;89578
10;09.04.2020 0:00;1;0;88962;89389
11;09.04.2020 0:00;1;0;88278;88836
12;09.04.2020 0:00;1;0;88294;88583
13;09.04.2020 0:00;1;0;87782;88149
14;09.04.2020 0:00;1;0;87263;88058
15;09.04.2020 0:00;1;0;86586;87780
16;09.04.2020 0:00;1;0;86484;87583
17;09.04.2020 0:00;1;0;87307;88013
18;09.04.2020 0:00;1;0;89156;89486
19;09.04.2020 0:00;1;0;91251;91234
20;09.04.2020 0:00;1;0;90443;90576
21;09.04.2020 0:00;1;0;87734;87599
22;09.04.2020 0:00;1;0;83896;84067
23;09.04.2020 0:00;1;0;80816;81600
0;10.04.2020 0:00;1;0;78760;79164
1;10.04.2020 0:00;1;0;77624;77852
2;10.04.2020 0:00;1;0;76792;77017
3;10.04.2020 0:00;1;0;77296;77415
4;10.04.2020 0:00;1;0;77741;78011
5;10.04.2020 0:00;1;0;78482;79407
6;10.04.2020 0:00;1;0;81501;81948
7;10.04.2020 0:00;1;0;85005;85085
8;10.04.2020 0:00;1;0;88413;88494
9;10.04.2020 0:00;1;0;88642;89809
10;10.04.2020 0:00;1;0;88640;89511
11;10.04.2020 0:00;1;0;88628;88865
12;10.04.2020 0:00;1;0;88470;88524
13;10.04.2020 0:00;1;0;88746;88283
14;10.04.2020 0:00;1;0;88270;88077
15;10.04.2020 0:00;1;0;87573;88014
16;10.04.2020 0:00;1;0;87296;88158
17;10.04.2020 0:00;1;0;87711;88367
18;10.04.2020 0:00;1;0;89646;90251
19;10.04.2020 0:00;1;0;91216;92033
20;10.04.2020 0:00;1;0;89981;90992
21;10.04.2020 0:00;1;0;87760;87763
22;10.04.2020 0:00;1;0;84320;84278
23;10.04.2020 0:00;1;0;81405;81597
0;11.04.2020 0:00;1;0;79338;79480
1;11.04.2020 0:00;1;0;77848;78267
2;11.04.2020 0:00;1;0;77490;77618
3;11.04.2020 0:00;1;0;77125;77478
4;11.04.2020 0:00;1;0;77225;78114
5;11.04.2020 0:00;1;0;77719;78750
6;11.04.2020 0:00;1;0;79829;80326
7;11.04.2020 0:00;1;0;82342;82547
8;11.04.2020 0:00;1;0;85227;85307
9;11.04.2020 0:00;1;0;86284;86680
10;11.04.2020 0:00;1;0;86735;87311
11;11.04.2020 0:00;1;0;87122;87239
12;11.04.2020 0:00;1;0;87338;86885
13;11.04.2020 0:00;1;0;87251;87011
14;11.04.2020 0:00;1;0;86816;87256
15;11.04.2020 0:00;1;0;86699;87027
16;11.04.2020 0:00;1;0;86951;86973
17;11.04.2020 0:00;1;0;87395;87717
18;11.04.2020 0:00;1;0;89062;89680
19;11.04.2020 0:00;1;0;90513;91451
20;11.04.2020 0:00;1;0;89893;90194
21;11.04.2020 0:00;1;0;87600;87968
22;11.04.2020 0:00;1;0;84417;84306
23;11.04.2020 0:00;1;0;81463;81354
0;12.04.2020 0:00;1;0;79494;79532
1;12.04.2020 0:00;1;0;78030;78230
2;12.04.2020 0:00;1;0;77186;77778
3;12.04.2020 0:00;1;0;77224;77773
4;12.04.2020 0:00;1;0;77353;77905
5;12.04.2020 0:00;1;0;77184;78237
6;12.04.2020 0:00;1;0;78819;79945
7;12.04.2020 0:00;1;0;80995;81894
8;12.04.2020 0:00;1;0;83263;84176
9;12.04.2020 0:00;1;0;84868;85559
10;12.04.2020 0:00;1;0;85621;85959
11;12.04.2020 0:00;1;0;85614;85686
12;12.04.2020 0:00;1;0;85689;85780
13;12.04.2020 0:00;1;0;85203;85846
14;12.04.2020 0:00;1;0;85212;85512
15;12.04.2020 0:00;1;0;85281;85663
16;12.04.2020 0:00;1;0;85196;85768
17;12.04.2020 0:00;1;0;85967;86801
18;12.04.2020 0:00;1;0;87738;88646
19;12.04.2020 0:00;1;0;89821;90673
20;12.04.2020 0:00;1;0;88905;89438
21;12.04.2020 0:00;1;0;86263;86902
22;12.04.2020 0:00;1;0;83524;83826
23;12.04.2020 0:00;1;0;80796;80649
0;13.04.2020 0:00;1;0;79067;79021
1;13.04.2020 0:00;1;0;77659;77723
2;13.04.2020 0:00;1;0;77039;77270
3;13.04.2020 0:00;1;0;77076;77316
4;13.04.2020 0:00;1;0;78025;77632
5;13.04.2020 0:00;1;0;79104;78589
6;13.04.2020 0:00;1;0;82234;82091
7;13.04.2020 0:00;1;0;85945;85454
8;13.04.2020 0:00;1;0;89491;88365
9;13.04.2020 0:00;1;0;90314;90546
10;13.04.2020 0:00;1;0;90372;91228
11;13.04.2020 0:00;1;0;89942;90689
12;13.04.2020 0:00;1;0;89909;90061
13;13.04.2020 0:00;1;0;89496;89699
14;13.04.2020 0:00;1;0;88733;89737
15;13.04.2020 0:00;1;0;88381;89666
16;13.04.2020 0:00;1;0;87542;88630
17;13.04.2020 0:00;1;0;87682;88953
18;13.04.2020 0:00;1;0;89053;90378
19;13.04.2020 0:00;1;0;91075;91864
20;13.04.2020 0:00;1;0;90429;90467
21;13.04.2020 0:00;1;0;88067;87834
22;13.04.2020 0:00;1;0;83996;84472
23;13.04.2020 0:00;1;0;80739;81701
0;14.04.2020 0:00;1;0;79087;79491
1;14.04.2020 0:00;1;0;77882;77979
2;14.04.2020 0:00;1;0;76981;77378
3;14.04.2020 0:00;1;0;77321;77593
4;14.04.2020 0:00;1;0;77775;78096
5;14.04.2020 0:00;1;0;78589;79180
6;14.04.2020 0:00;1;0;81656;82249
7;14.04.2020 0:00;1;0;85160;85853
8;14.04.2020 0:00;1;0;89047;88767
9;14.04.2020 0:00;1;0;89682;89710
10;14.04.2020 0:00;1;0;89743;89861
11;14.04.2020 0:00;1;0;89144;89619
12;14.04.2020 0:00;1;0;89382;89446
13;14.04.2020 0:00;1;0;89256;89325
14;14.04.2020 0:00;1;0;89085;89073
15;14.04.2020 0:00;1;0;88731;88809
16;14.04.2020 0:00;1;0;88138;88767
17;14.04.2020 0:00;1;0;88739;88948
18;14.04.2020 0:00;1;0;89962;90520
19;14.04.2020 0:00;1;0;91414;92008
20;14.04.2020 0:00;1;0;90282;90867
21;14.04.2020 0:00;1;0;87805;88085
22;14.04.2020 0:00;1;0;84137;84154
23;14.04.2020 0:00;1;0;81002;81360
0;15.04.2020 0:00;1;0;79394;79318
1;15.04.2020 0:00;1;0;78128;77846
2;15.04.2020 0:00;1;0;77154;77598
3;15.04.2020 0:00;1;0;77464;77998
4;15.04.2020 0:00;1;0;77752;78272
5;15.04.2020 0:00;1;0;78834;79300
6;15.04.2020 0:00;1;0;82605;81891
7;15.04.2020 0:00;1;0;85751;85558
8;15.04.2020 0:00;1;0;89539;89506
9;15.04.2020 0:00;1;0;90282;90429
10;15.04.2020 0:00;1;0;89956;90196
11;15.04.2020 0:00;1;0;89734;89994
12;15.04.2020 0:00;1;0;89926;89673
13;15.04.2020 0:00;1;0;89786;89782
14;15.04.2020 0:00;1;0;89282;89678
15;15.04.2020 0:00;1;0;89224;89480
16;15.04.2020 0:00;1;0;88961;89051
17;15.04.2020 0:00;1;0;89062;89334
18;15.04.2020 0:00;1;0;90768;91272
19;15.04.2020 0:00;1;0;91699;92169
20;15.04.2020 0:00;1;0;90659;91271
21;15.04.2020 0:00;1;0;88479;88545
22;15.04.2020 0:00;1;0;84533;84789
23;15.04.2020 0:00;1;0;81973;81781
0;16.04.2020 0:00;1;0;79737;80113
1;16.04.2020 0:00;1;0;77722;78460
2;16.04.2020 0:00;1;0;77749;77795
3;16.04.2020 0:00;1;0;77443;77553
4;16.04.2020 0:00;1;0;78012;78322
5;16.04.2020 0:00;1;0;79520;79541
6;16.04.2020 0:00;1;0;82853;82922
7;16.04.2020 0:00;1;0;86436;86447
8;16.04.2020 0:00;1;0;90301;89863
9;16.04.2020 0:00;1;0;91814;91193
10;16.04.2020 0:00;1;0;91600;91510
11;16.04.2020 0:00;1;0;91494;91583
12;16.04.2020 0:00;1;0;91718;91310
13;16.04.2020 0:00;1;0;91784;91416
14;16.04.2020 0:00;1;0;91457;90964
15;16.04.2020 0:00;1;0;91033;91348
16;16.04.2020 0:00;1;0;90769;91103
17;16.04.2020 0:00;1;0;90984;91418
18;16.04.2020 0:00;1;0;92026;92582
19;16.04.2020 0:00;1;0;92584;93538
20;16.04.2020 0:00;1;0;91941;92481
21;16.04.2020 0:00;1;0;88997;89164
22;16.04.2020 0:00;1;0;85613;85908
23;16.04.2020 0:00;1;0;82533;82625
0;17.04.2020 0:00;1;0;80150;80680
1;17.04.2020 0:00;1;0;78369;79167
2;17.04.2020 0:00;1;0;77772;78115
3;17.04.2020 0:00;1;0;77580;78122
4;17.04.2020 0:00;1;0;78162;78729
5;17.04.2020 0:00;1;0;79544;79932
6;17.04.2020 0:00;1;0;83100;82898
7;17.04.2020 0:00;1;0;86154;86639
8;17.04.2020 0:00;1;0;90020;90782
9;17.04.2020 0:00;1;0;90840;91453
10;17.04.2020 0:00;1;0;90678;91314
11;17.04.2020 0:00;1;0;90531;91122
12;17.04.2020 0:00;1;0;90405;90925
13;17.04.2020 0:00;1;0;90319;90924
14;17.04.2020 0:00;1;0;90103;90555
15;17.04.2020 0:00;1;0;89827;90143
16;17.04.2020 0:00;1;0;89058;89778
17;17.04.2020 0:00;1;0;89253;89942
18;17.04.2020 0:00;1;0;90220;91190
19;17.04.2020 0:00;1;0;91892;92670
20;17.04.2020 0:00;1;0;91399;91526
21;17.04.2020 0:00;1;0;88776;88837
22;17.04.2020 0:00;1;0;85268;85580
23;17.04.2020 0:00;1;0;82243;82395
0;18.04.2020 0:00;1;0;79788;79850
1;18.04.2020 0:00;1;0;78326;78539
2;18.04.2020 0:00;1;0;77660;78184
3;18.04.2020 0:00;1;0;77618;78001
4;18.04.2020 0:00;1;0;77506;78328
5;18.04.2020 0:00;1;0;78260;78717
6;18.04.2020 0:00;1;0;80433;80723
7;18.04.2020 0:00;1;0;82838;83263
8;18.04.2020 0:00;1;0;86404;86202
9;18.04.2020 0:00;1;0;87792;87452
10;18.04.2020 0:00;1;0;88471;88389
11;18.04.2020 0:00;1;0;88186;88738
12;18.04.2020 0:00;1;0;88271;89125
13;18.04.2020 0:00;1;0;88186;88434
14;18.04.2020 0:00;1;0;87500;88456
15;18.04.2020 0:00;1;0;87635;88067
16;18.04.2020 0:00;1;0;87814;88093
17;18.04.2020 0:00;1;0;87864;88526
18;18.04.2020 0:00;1;0;89152;90489
19;18.04.2020 0:00;1;0;90868;91696
20;18.04.2020 0:00;1;0;90208;90535
21;18.04.2020 0:00;1;0;87452;88127
22;18.04.2020 0:00;1;0;84767;84758
23;18.04.2020 0:00;1;0;82010;81847
0;19.04.2020 0:00;1;0;79135;79951
1;19.04.2020 0:00;1;0;77641;78373
2;19.04.2020 0:00;1;0;76885;77365
3;19.04.2020 0:00;1;0;76492;77127
4;19.04.2020 0:00;1;0;76245;77086
5;19.04.2020 0:00;1;0;76576;77345
6;19.04.2020 0:00;1;0;77958;78985
7;19.04.2020 0:00;1;0;79916;81393
8;19.04.2020 0:00;1;0;81869;83577
9;19.04.2020 0:00;1;0;83089;85251
10;19.04.2020 0:00;1;0;83274;84405
11;19.04.2020 0:00;1;0;83470;83867
12;19.04.2020 0:00;1;0;82796;83671
13;19.04.2020 0:00;1;0;82778;83512
14;19.04.2020 0:00;1;0;82362;82707
15;19.04.2020 0:00;1;0;82388;82416
16;19.04.2020 0:00;1;0;82502;82638
17;19.04.2020 0:00;1;0;83168;83059
18;19.04.2020 0:00;1;0;84728;84667
19;19.04.2020 0:00;1;0;87284;87861
20;19.04.2020 0:00;1;0;87229;87045
21;19.04.2020 0:00;1;0;85083;84505
22;19.04.2020 0:00;1;0;81976;81907
23;19.04.2020 0:00;1;0;79557;79433
0;20.04.2020 0:00;1;0;77286;78333
1;20.04.2020 0:00;1;0;76433;77009
2;20.04.2020 0:00;1;0;75502;75863
3;20.04.2020 0:00;1;0;75659;76325
4;20.04.2020 0:00;1;0;75985;76863
5;20.04.2020 0:00;1;0;77567;77887
6;20.04.2020 0:00;1;0;80835;80963
7;20.04.2020 0:00;1;0;84885;84891
8;20.04.2020 0:00;1;0;88232;88331
9;20.04.2020 0:00;1;0;89185;89701
10;20.04.2020 0:00;1;0;89349;90027
11;20.04.2020 0:00;1;0;89467;89443
12;20.04.2020 0:00;1;0;89066;89412
13;20.04.2020 0:00;1;0;88991;89398
14;20.04.2020 0:00;1;0;88442;88964
15;20.04.2020 0:00;1;0;88120;88518
16;20.04.2020 0:00;1;0;87780;88360
17;20.04.2020 0:00;1;0;87364;88425
18;20.04.2020 0:00;1;0;88801;89677
19;20.04.2020 0:00;1;0;89595;91003
20;20.04.2020 0:00;1;0;89415;90086
21;20.04.2020 0:00;1;0;86604;87001
22;20.04.2020 0:00;1;0;82984;83617
23;20.04.2020 0:00;1;0;80403;80612
0;21.04.2020 0:00;1;0;78389;78346
1;21.04.2020 0:00;1;0;76955;77118
2;21.04.2020 0:00;1;0;76346;76515
3;21.04.2020 0:00;1;0;76376;76589
4;21.04.2020 0:00;1;0;76651;77221
5;21.04.2020 0:00;1;0;78132;78484
6;21.04.2020 0:00;1;0;81408;81425
7;21.04.2020 0:00;1;0;84608;85020
8;21.04.2020 0:00;1;0;88326;88753
9;21.04.2020 0:00;1;0;89129;89315
10;21.04.2020 0:00;1;0;89034;89556
11;21.04.2020 0:00;1;0;88365;89406
12;21.04.2020 0:00;1;0;88470;89215
13;21.04.2020 0:00;1;0;88152;88527
14;21.04.2020 0:00;1;0;87615;88092
15;21.04.2020 0:00;1;0;87162;87777
16;21.04.2020 0:00;1;0;86811;87364
17;21.04.2020 0:00;1;0;87283;87020
18;21.04.2020 0:00;1;0;88418;88889
19;21.04.2020 0:00;1;0;89320;90532
20;21.04.2020 0:00;1;0;88974;90086
21;21.04.2020 0:00;1;0;86220;86497
22;21.04.2020 0:00;1;0;83076;82942
23;21.04.2020 0:00;1;0;79789;80099
0;22.04.2020 0:00;1;0;78133;78547
1;22.04.2020 0:00;1;0;76931;76784
2;22.04.2020 0:00;1;0;75880;76280
3;22.04.2020 0:00;1;0;75972;76490
4;22.04.2020 0:00;1;0;76565;76952
5;22.04.2020 0:00;1;0;77557;78329
6;22.04.2020 0:00;1;0;80874;81236
7;22.04.2020 0:00;1;0;84585;84645
8;22.04.2020 0:00;1;0;88144;88404
9;22.04.2020 0:00;1;0;88872;89284
10;22.04.2020 0:00;1;0;89154;89778
11;22.04.2020 0:00;1;0;88641;89220
12;22.04.2020 0:00;1;0;88610;89336
13;22.04.2020 0:00;1;0;88358;88737
14;22.04.2020 0:00;1;0;88160;88209
15;22.04.2020 0:00;1;0;87739;88443
16;22.04.2020 0:00;1;0;86944;87798
17;22.04.2020 0:00;1;0;87190;87822
18;22.04.2020 0:00;1;0;88339;88634
19;22.04.2020 0:00;1;0;89386;89984
20;22.04.2020 0:00;1;0;89366;89579
21;22.04.2020 0:00;1;0;86989;87094
22;22.04.2020 0:00;1;0;83451;83818
23;22.04.2020 0:00;1;0;80529;80701
0;23.04.2020 0:00;1;0;78231;78742
1;23.04.2020 0:00;1;0;76837;77380
2;23.04.2020 0:00;1;0;76385;76454
3;23.04.2020 0:00;1;0;76231;76622
4;23.04.2020 0:00;1;0;76463;76964
5;23.04.2020 0:00;1;0;78318;78439
6;23.04.2020 0:00;1;0;81542;81577
7;23.04.2020 0:00;1;0;84804;85549
8;23.04.2020 0:00;1;0;88397;89152
9;23.04.2020 0:00;1;0;89176;89945
10;23.04.2020 0:00;1;0;88642;89666
11;23.04.2020 0:00;1;0;88896;89055
12;23.04.2020 0:00;1;0;88794;88996
13;23.04.2020 0:00;1;0;88484;88771
14;23.04.2020 0:00;1;0;87607;88643
15;23.04.2020 0:00;1;0;87582;87950
16;23.04.2020 0:00;1;0;86842;87640
17;23.04.2020 0:00;1;0;86764;87878
18;23.04.2020 0:00;1;0;88098;88901
19;23.04.2020 0:00;1;0;89501;89610
20;23.04.2020 0:00;1;0;89760;89753
21;23.04.2020 0:00;1;0;87651;87336
22;23.04.2020 0:00;1;0;84078;84056
23;23.04.2020 0:00;1;0;81119;81187
0;24.04.2020 0:00;1;0;79065;79101
1;24.04.2020 0:00;1;0;77791;77757
