INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN
10;27.09.2020 0:00;1;0;81167;81983
11;27.09.2020 0:00;1;0;80474;81827
12;27.09.2020 0:00;1;0;80335;81100
13;27.09.2020 0:00;1;0;80217;80336
14;27.09.2020 0:00;1;0;80230;80687
15;27.09.2020 0:00;1;0;80498;80999
16;27.09.2020 0:00;1;0;81423;81960
17;27.09.2020 0:00;1;0;84261;83861
18;27.09.2020 0:00;1;0;86876;87016
19;27.09.2020 0:00;1;0;86021;86769
20;27.09.2020 0:00;1;0;83828;84640
21;27.09.2020 0:00;1;0;80401;81438
22;27.09.2020 0:00;1;0;77079;77420
23;27.09.2020 0:00;1;0;73509;73730
0;28.09.2020 0:00;1;0;71339;72119
1;28.09.2020 0:00;1;0;70238;70849
2;28.09.2020 0:00;1;0;69629;70225
3;28.09.2020 0:00;1;0;70521;70859
4;28.09.2020 0:00;1;0;72476;72705
5;28.09.2020 0:00;1;0;75693;75919
6;28.09.2020 0:00;1;0;80204;80816
7;28.09.2020 0:00;1;0;84148;85003
8;28.09.2020 0:00;1;0;87784;87961
9;28.09.2020 0:00;1;0;88630;89038
10;28.09.2020 0:00;1;0;88011;88613
11;28.09.2020 0:00;1;0;87687;88374
12;28.09.2020 0:00;1;0;87580;88377
13;28.09.2020 0:00;1;0;87983;88302
14;28.09.2020 0:00;1;0;87584;87916
15;28.09.2020 0:00;1;0;87339;87742
16;28.09.2020 0:00;1;0;87374;87842
17;28.09.2020 0:00;1;0;89033;89353
18;28.09.2020 0:00;1;0;91175;91270
19;28.09.2020 0:00;1;0;89550;90428
20;28.09.2020 0:00;1;0;86590;88169
21;28.09.2020 0:00;1;0;83247;83630
22;28.09.2020 0:00;1;0;78353;78893
23;28.09.2020 0:00;1;0;74871;75214
0;29.09.2020 0:00;1;0;73000;72874
1;29.09.2020 0:00;1;0;71641;71487
2;29.09.2020 0:00;1;0;71233;71354
3;29.09.2020 0:00;1;0;71837;72029
4;29.09.2020 0:00;1;0;73699;74180
5;29.09.2020 0:00;1;0;76939;77112
6;29.09.2020 0:00;1;0;81614;81744
7;29.09.2020 0:00;1;0;84884;85891
8;29.09.2020 0:00;1;0;88379;89180
9;29.09.2020 0:00;1;0;88967;89568
10;29.09.2020 0:00;1;0;88133;88676
11;29.09.2020 0:00;1;0;87262;88132
12;29.09.2020 0:00;1;0;86928;87849
13;29.09.2020 0:00;1;0;86914;87796
14;29.09.2020 0:00;1;0;86433;87351
15;29.09.2020 0:00;1;0;86138;86936
16;29.09.2020 0:00;1;0;86594;86443
17;29.09.2020 0:00;1;0;88445;88190
18;29.09.2020 0:00;1;0;90419;90515
19;29.09.2020 0:00;1;0;88868;89484
20;29.09.2020 0:00;1;0;86479;87169
21;29.09.2020 0:00;1;0;83270;83274
22;29.09.2020 0:00;1;0;78640;78676
23;29.09.2020 0:00;1;0;74930;75414
0;30.09.2020 0:00;1;0;72927;73337
1;30.09.2020 0:00;1;0;71707;72086
2;30.09.2020 0:00;1;0;71514;71560
3;30.09.2020 0:00;1;0;71769;72015
4;30.09.2020 0:00;1;0;73605;73888
5;30.09.2020 0:00;1;0;76988;77226
6;30.09.2020 0:00;1;0;81410;81622
7;30.09.2020 0:00;1;0;84561;85385
8;30.09.2020 0:00;1;0;87520;88925
9;30.09.2020 0:00;1;0;87961;89127
10;30.09.2020 0:00;1;0;87214;88330
11;30.09.2020 0:00;1;0;86041;86905
12;30.09.2020 0:00;1;0;85681;86535
13;30.09.2020 0:00;1;0;85685;86899
14;30.09.2020 0:00;1;0;85005;86100
15;30.09.2020 0:00;1;0;85011;85848
16;30.09.2020 0:00;1;0;85097;85822
17;30.09.2020 0:00;1;0;87605;88080
18;30.09.2020 0:00;1;0;90107;90265
19;30.09.2020 0:00;1;0;88399;89062
20;30.09.2020 0:00;1;0;85877;87018
21;30.09.2020 0:00;1;0;82430;83287
22;30.09.2020 0:00;1;0;78115;78675
23;30.09.2020 0:00;1;0;74872;75063
0;01.10.2020 0:00;1;0;72832;72952
1;01.10.2020 0:00;1;0;71181;71893
2;01.10.2020 0:00;1;0;71070;71381
3;01.10.2020 0:00;1;0;71606;71610
4;01.10.2020 0:00;1;0;73144;73602
5;01.10.2020 0:00;1;0;76456;77102
6;01.10.2020 0:00;1;0;80329;81207
7;01.10.2020 0:00;1;0;83250;85019
8;01.10.2020 0:00;1;0;85980;87943
9;01.10.2020 0:00;1;0;86723;87571
10;01.10.2020 0:00;1;0;86154;86549
11;01.10.2020 0:00;1;0;85545;86171
12;01.10.2020 0:00;1;0;84824;86148
13;01.10.2020 0:00;1;0;84638;86087
14;01.10.2020 0:00;1;0;85022;85114
15;01.10.2020 0:00;1;0;84653;84733
16;01.10.2020 0:00;1;0;84517;85448
17;01.10.2020 0:00;1;0;87303;87611
18;01.10.2020 0:00;1;0;89565;89434
19;01.10.2020 0:00;1;0;87670;88845
20;01.10.2020 0:00;1;0;85599;86353
21;01.10.2020 0:00;1;0;82350;82905
22;01.10.2020 0:00;1;0;78310;78558
23;01.10.2020 0:00;1;0;74982;74982
0;02.10.2020 0:00;1;0;72498;72789
1;02.10.2020 0:00;1;0;71714;71562
2;02.10.2020 0:00;1;0;71151;71180
3;02.10.2020 0:00;1;0;71842;71884
4;02.10.2020 0:00;1;0;73567;73849
5;02.10.2020 0:00;1;0;76831;76922
6;02.10.2020 0:00;1;0;80768;81177
7;02.10.2020 0:00;1;0;84193;84840
8;02.10.2020 0:00;1;0;87114;87821
9;02.10.2020 0:00;1;0;87580;88245
10;02.10.2020 0:00;1;0;87069;87386
11;02.10.2020 0:00;1;0;86077;86438
12;02.10.2020 0:00;1;0;85908;86242
13;02.10.2020 0:00;1;0;85279;86203
14;02.10.2020 0:00;1;0;84743;85643
15;02.10.2020 0:00;1;0;84690;85242
16;02.10.2020 0:00;1;0;85351;85266
17;02.10.2020 0:00;1;0;87366;87316
18;02.10.2020 0:00;1;0;89451;89818
19;02.10.2020 0:00;1;0;87816;88857
20;02.10.2020 0:00;1;0;85712;86221
21;02.10.2020 0:00;1;0;82652;82502
22;02.10.2020 0:00;1;0;78733;78670
23;02.10.2020 0:00;1;0;75685;75660
0;03.10.2020 0:00;1;0;72927;73396
1;03.10.2020 0:00;1;0;71399;72359
2;03.10.2020 0:00;1;0;71090;71718
3;03.10.2020 0:00;1;0;71627;71538
4;03.10.2020 0:00;1;0;72009;72276
5;03.10.2020 0:00;1;0;73488;73984
6;03.10.2020 0:00;1;0;75448;76454
7;03.10.2020 0:00;1;0;78914;79344
8;03.10.2020 0:00;1;0;81977;82397
9;03.10.2020 0:00;1;0;83578;83863
10;03.10.2020 0:00;1;0;83550;83938
11;03.10.2020 0:00;1;0;83167;83339
12;03.10.2020 0:00;1;0;82650;83055
13;03.10.2020 0:00;1;0;82131;83094
14;03.10.2020 0:00;1;0;82157;82630
15;03.10.2020 0:00;1;0;82533;82769
16;03.10.2020 0:00;1;0;83274;83378
17;03.10.2020 0:00;1;0;85783;85382
18;03.10.2020 0:00;1;0;87912;87920
19;03.10.2020 0:00;1;0;86144;87322
20;03.10.2020 0:00;1;0;84566;85534
21;03.10.2020 0:00;1;0;81349;82099
22;03.10.2020 0:00;1;0;77953;78220
23;03.10.2020 0:00;1;0;74828;75065
0;04.10.2020 0:00;1;0;72541;73107
1;04.10.2020 0:00;1;0;71127;71816
2;04.10.2020 0:00;1;0;70438;71040
3;04.10.2020 0:00;1;0;70915;71177
4;04.10.2020 0:00;1;0;71080;71886
5;04.10.2020 0:00;1;0;72798;72957
6;04.10.2020 0:00;1;0;74185;74866
7;04.10.2020 0:00;1;0;76829;77844
8;04.10.2020 0:00;1;0;80341;80596
9;04.10.2020 0:00;1;0;81620;81845
10;04.10.2020 0:00;1;0;81746;82366
11;04.10.2020 0:00;1;0;81660;82115
12;04.10.2020 0:00;1;0;81362;81680
13;04.10.2020 0:00;1;0;81389;81763
14;04.10.2020 0:00;1;0;81434;81522
15;04.10.2020 0:00;1;0;81898;82083
16;04.10.2020 0:00;1;0;83280;83146
17;04.10.2020 0:00;1;0;86036;85933
18;04.10.2020 0:00;1;0;88675;88543
19;04.10.2020 0:00;1;0;87080;87882
20;04.10.2020 0:00;1;0;84988;86015
21;04.10.2020 0:00;1;0;81633;82381
22;04.10.2020 0:00;1;0;77290;78311
23;04.10.2020 0:00;1;0;74482;75090
0;05.10.2020 0:00;1;0;72229;72619
1;05.10.2020 0:00;1;0;71375;71639
2;05.10.2020 0:00;1;0;70933;71012
3;05.10.2020 0:00;1;0;71986;71880
4;05.10.2020 0:00;1;0;73616;73870
5;05.10.2020 0:00;1;0;76974;77116
6;05.10.2020 0:00;1;0;81427;81810
7;05.10.2020 0:00;1;0;84881;85739
8;05.10.2020 0:00;1;0;88505;89057
9;05.10.2020 0:00;1;0;88995;89601
10;05.10.2020 0:00;1;0;88173;89414
11;05.10.2020 0:00;1;0;88200;88828
12;05.10.2020 0:00;1;0;87751;88519
13;05.10.2020 0:00;1;0;87546;88435
14;05.10.2020 0:00;1;0;87318;88153
15;05.10.2020 0:00;1;0;86944;88081
16;05.10.2020 0:00;1;0;87075;88128
17;05.10.2020 0:00;1;0;89366;89505
18;05.10.2020 0:00;1;0;91494;91777
19;05.10.2020 0:00;1;0;89615;90441
20;05.10.2020 0:00;1;0;87168;87948
21;05.10.2020 0:00;1;0;83822;84232
22;05.10.2020 0:00;1;0;78942;79971
23;05.10.2020 0:00;1;0;75680;76228
0;06.10.2020 0:00;1;0;73953;73925
1;06.10.2020 0:00;1;0;72319;72984
2;06.10.2020 0:00;1;0;72362;72866
3;06.10.2020 0:00;1;0;72713;73371
4;06.10.2020 0:00;1;0;74912;75229
5;06.10.2020 0:00;1;0;77954;78606
6;06.10.2020 0:00;1;0;82254;82725
7;06.10.2020 0:00;1;0;85726;86272
8;06.10.2020 0:00;1;0;88968;89453
9;06.10.2020 0:00;1;0;89503;90310
10;06.10.2020 0:00;1;0;88903;89440
11;06.10.2020 0:00;1;0;87991;88739
12;06.10.2020 0:00;1;0;88241;88536
13;06.10.2020 0:00;1;0;88190;88392
14;06.10.2020 0:00;1;0;87391;88041
15;06.10.2020 0:00;1;0;87173;88130
16;06.10.2020 0:00;1;0;88077;88328
17;06.10.2020 0:00;1;0;90085;90381
18;06.10.2020 0:00;1;0;91592;92286
19;06.10.2020 0:00;1;0;89345;90512
20;06.10.2020 0:00;1;0;87420;87980
21;06.10.2020 0:00;1;0;83459;84236
22;06.10.2020 0:00;1;0;79797;80061
23;06.10.2020 0:00;1;0;75872;76214
0;07.10.2020 0:00;1;0;73926;74224
1;07.10.2020 0:00;1;0;72845;73169
2;07.10.2020 0:00;1;0;72136;72724
3;07.10.2020 0:00;1;0;73084;73616
4;07.10.2020 0:00;1;0;74945;75527
5;07.10.2020 0:00;1;0;78287;78880
6;07.10.2020 0:00;1;0;82465;83059
7;07.10.2020 0:00;1;0;86444;86715
8;07.10.2020 0:00;1;0;89392;89907
9;07.10.2020 0:00;1;0;89990;90116
10;07.10.2020 0:00;1;0;89257;89870
11;07.10.2020 0:00;1;0;88741;88976
12;07.10.2020 0:00;1;0;88394;88946
13;07.10.2020 0:00;1;0;88577;88820
14;07.10.2020 0:00;1;0;88722;88543
15;07.10.2020 0:00;1;0;88779;88360
16;07.10.2020 0:00;1;0;88951;89123
17;07.10.2020 0:00;1;0;90980;91306
18;07.10.2020 0:00;1;0;91999;92888
19;07.10.2020 0:00;1;0;90116;90796
20;07.10.2020 0:00;1;0;87674;88150
21;07.10.2020 0:00;1;0;84071;84537
22;07.10.2020 0:00;1;0;79992;80219
23;07.10.2020 0:00;1;0;76364;77026
0;08.10.2020 0:00;1;0;74420;74592
1;08.10.2020 0:00;1;0;73240;73629
2;08.10.2020 0:00;1;0;73156;73356
3;08.10.2020 0:00;1;0;73772;74092
4;08.10.2020 0:00;1;0;75460;75996
5;08.10.2020 0:00;1;0;78793;79431
6;08.10.2020 0:00;1;0;82635;83659
7;08.10.2020 0:00;1;0;85970;87147
8;08.10.2020 0:00;1;0;89501;90061
9;08.10.2020 0:00;1;0;89515;90709
10;08.10.2020 0:00;1;0;88990;89857
11;08.10.2020 0:00;1;0;88403;88796
12;08.10.2020 0:00;1;0;88539;88793
13;08.10.2020 0:00;1;0;88458;89181
14;08.10.2020 0:00;1;0;88322;88838
15;08.10.2020 0:00;1;0;87846;88791
16;08.10.2020 0:00;1;0;88443;89089
17;08.10.2020 0:00;1;0;91233;90890
18;08.10.2020 0:00;1;0;92512;92555
19;08.10.2020 0:00;1;0;89948;90837
20;08.10.2020 0:00;1;0;88104;88535
21;08.10.2020 0:00;1;0;84649;84937
22;08.10.2020 0:00;1;0;80222;80392
23;08.10.2020 0:00;1;0;77076;77168
0;09.10.2020 0:00;1;0;74264;74836
1;09.10.2020 0:00;1;0;73977;73625
2;09.10.2020 0:00;1;0;73345;73304
3;09.10.2020 0:00;1;0;73679;74668
4;09.10.2020 0:00;1;0;75530;76519
5;09.10.2020 0:00;1;0;79095;79292
6;09.10.2020 0:00;1;0;83242;83532
7;09.10.2020 0:00;1;0;86312;87225
8;09.10.2020 0:00;1;0;89074;90417
9;09.10.2020 0:00;1;0;89780;90610
10;09.10.2020 0:00;1;0;89619;89549
11;09.10.2020 0:00;1;0;88859;89186
12;09.10.2020 0:00;1;0;88848;89366
13;09.10.2020 0:00;1;0;89300;89399
14;09.10.2020 0:00;1;0;88712;89151
15;09.10.2020 0:00;1;0;88622;89220
16;09.10.2020 0:00;1;0;89258;89984
17;09.10.2020 0:00;1;0;91609;91785
18;09.10.2020 0:00;1;0;92224;92889
19;09.10.2020 0:00;1;0;90325;91114
20;09.10.2020 0:00;1;0;88024;89051
21;09.10.2020 0:00;1;0;84996;85816
22;09.10.2020 0:00;1;0;0;81323
23;09.10.2020 0:00;1;0;77883;77512
0;10.10.2020 0:00;1;0;75656;75164
1;10.10.2020 0:00;1;0;74183;74081
2;10.10.2020 0:00;1;0;73617;74108
3;10.10.2020 0:00;1;0;73623;74102
4;10.10.2020 0:00;1;0;74414;75221
5;10.10.2020 0:00;1;0;76016;76647
6;10.10.2020 0:00;1;0;78086;78631
7;10.10.2020 0:00;1;0;81570;81711
8;10.10.2020 0:00;1;0;84447;84799
9;10.10.2020 0:00;1;0;85628;86266
10;10.10.2020 0:00;1;0;85881;86478
11;10.10.2020 0:00;1;0;85321;85913
12;10.10.2020 0:00;1;0;85205;85325
13;10.10.2020 0:00;1;0;84532;85237
14;10.10.2020 0:00;1;0;84598;84991
15;10.10.2020 0:00;1;0;85005;85075
16;10.10.2020 0:00;1;0;86080;86118
17;10.10.2020 0:00;1;0;88933;88894
18;10.10.2020 0:00;1;0;89792;90612
19;10.10.2020 0:00;1;0;87829;88959
20;10.10.2020 0:00;1;0;85851;86793
21;10.10.2020 0:00;1;0;83254;83335
22;10.10.2020 0:00;1;0;79491;79745
23;10.10.2020 0:00;1;0;75966;76952
0;11.10.2020 0:00;1;0;74407;74862
1;11.10.2020 0:00;1;0;72915;73087
2;11.10.2020 0:00;1;0;72335;72813
3;11.10.2020 0:00;1;0;72742;72884
4;11.10.2020 0:00;1;0;72892;73652
5;11.10.2020 0:00;1;0;73973;75112
6;11.10.2020 0:00;1;0;75972;76666
7;11.10.2020 0:00;1;0;78591;79250
8;11.10.2020 0:00;1;0;81562;82461
9;11.10.2020 0:00;1;0;83448;83973
10;11.10.2020 0:00;1;0;83657;84199
11;11.10.2020 0:00;1;0;83377;83973
12;11.10.2020 0:00;1;0;83044;83605
13;11.10.2020 0:00;1;0;83080;83441
14;11.10.2020 0:00;1;0;83343;83372
15;11.10.2020 0:00;1;0;83809;84031
16;11.10.2020 0:00;1;0;85499;86261
17;11.10.2020 0:00;1;0;88845;89054
18;11.10.2020 0:00;1;0;89665;90708
19;11.10.2020 0:00;1;0;88344;89107
20;11.10.2020 0:00;1;0;86298;86562
21;11.10.2020 0:00;1;0;82965;83436
22;11.10.2020 0:00;1;0;78629;79489
23;11.10.2020 0:00;1;0;75980;76237
0;12.10.2020 0:00;1;0;73378;74317
1;12.10.2020 0:00;1;0;72399;73074
2;12.10.2020 0:00;1;0;72366;72244
3;12.10.2020 0:00;1;0;72874;72970
4;12.10.2020 0:00;1;0;74602;74991
5;12.10.2020 0:00;1;0;78055;78583
6;12.10.2020 0:00;1;0;82432;83243
7;12.10.2020 0:00;1;0;86028;87181
8;12.10.2020 0:00;1;0;89730;89984
9;12.10.2020 0:00;1;0;91233;90749
10;12.10.2020 0:00;1;0;90375;90856
11;12.10.2020 0:00;1;0;90067;90421
12;12.10.2020 0:00;1;0;89548;90411
13;12.10.2020 0:00;1;0;89480;90025
14;12.10.2020 0:00;1;0;89490;89811
15;12.10.2020 0:00;1;0;89173;89944
16;12.10.2020 0:00;1;0;89862;90788
17;12.10.2020 0:00;1;0;92184;92498
18;12.10.2020 0:00;1;0;92297;94185
19;12.10.2020 0:00;1;0;90754;92513
20;12.10.2020 0:00;1;0;87876;88559
21;12.10.2020 0:00;1;0;84428;85064
22;12.10.2020 0:00;1;0;80034;81042
23;12.10.2020 0:00;1;0;76707;77238
0;13.10.2020 0:00;1;0;74806;74818
1;13.10.2020 0:00;1;0;73512;73855
2;13.10.2020 0:00;1;0;73117;73610
3;13.10.2020 0:00;1;0;73146;74151
4;13.10.2020 0:00;1;0;75278;75973
5;13.10.2020 0:00;1;0;78733;79137
6;13.10.2020 0:00;1;0;82456;83364
7;13.10.2020 0:00;1;0;86031;87027
8;13.10.2020 0:00;1;0;89620;90206
9;13.10.2020 0:00;1;0;90021;90369
10;13.10.2020 0:00;1;0;89532;90375
11;13.10.2020 0:00;1;0;88584;89391
12;13.10.2020 0:00;1;0;88746;89273
13;13.10.2020 0:00;1;0;88308;88927
14;13.10.2020 0:00;1;0;88208;89030
15;13.10.2020 0:00;1;0;88685;88987
16;13.10.2020 0:00;1;0;88671;89685
17;13.10.2020 0:00;1;0;91256;92267
18;13.10.2020 0:00;1;0;91739;92532
19;13.10.2020 0:00;1;0;89786;91045
20;13.10.2020 0:00;1;0;87343;88536
21;13.10.2020 0:00;1;0;84157;85042
22;13.10.2020 0:00;1;0;79764;80838
23;13.10.2020 0:00;1;0;76582;77290
0;14.10.2020 0:00;1;0;74282;74999
1;14.10.2020 0:00;1;0;73185;73714
2;14.10.2020 0:00;1;0;72628;73200
3;14.10.2020 0:00;1;0;73418;73549
4;14.10.2020 0:00;1;0;75272;75758
5;14.10.2020 0:00;1;0;78843;79180
6;14.10.2020 0:00;1;0;82814;83594
7;14.10.2020 0:00;1;0;85654;87100
8;14.10.2020 0:00;1;0;88974;90296
9;14.10.2020 0:00;1;0;89474;90646
10;14.10.2020 0:00;1;0;88758;90158
11;14.10.2020 0:00;1;0;88135;89269
12;14.10.2020 0:00;1;0;87957;89031
13;14.10.2020 0:00;1;0;88091;88495
14;14.10.2020 0:00;1;0;88059;88689
15;14.10.2020 0:00;1;0;88293;89039
16;14.10.2020 0:00;1;0;88953;89531
17;14.10.2020 0:00;1;0;91840;91913
18;14.10.2020 0:00;1;0;92350;92629
19;14.10.2020 0:00;1;0;90224;90872
20;14.10.2020 0:00;1;0;87992;88570
21;14.10.2020 0:00;1;0;84411;85105
22;14.10.2020 0:00;1;0;80479;81228
23;14.10.2020 0:00;1;0;76954;77601
0;15.10.2020 0:00;1;0;74734;75182
1;15.10.2020 0:00;1;0;73537;74047
2;15.10.2020 0:00;1;0;72921;73515
3;15.10.2020 0:00;1;0;73935;73993
4;15.10.2020 0:00;1;0;75783;76031
5;15.10.2020 0:00;1;0;79087;79526
6;15.10.2020 0:00;1;0;83201;83730
7;15.10.2020 0:00;1;0;86065;87008
8;15.10.2020 0:00;1;0;89736;90391
9;15.10.2020 0:00;1;0;89986;90718
10;15.10.2020 0:00;1;0;89240;90310
11;15.10.2020 0:00;1;0;88581;89404
12;15.10.2020 0:00;1;0;88201;89534
13;15.10.2020 0:00;1;0;88336;89003
14;15.10.2020 0:00;1;0;88389;88862
15;15.10.2020 0:00;1;0;88644;89421
16;15.10.2020 0:00;1;0;89242;89421
17;15.10.2020 0:00;1;0;91676;92815
18;15.10.2020 0:00;1;0;92396;93176
19;15.10.2020 0:00;1;0;90570;90846
20;15.10.2020 0:00;1;0;88128;88621
21;15.10.2020 0:00;1;0;84827;85171
22;15.10.2020 0:00;1;0;80261;81182
23;15.10.2020 0:00;1;0;77295;77576
0;16.10.2020 0:00;1;0;75325;75404
1;16.10.2020 0:00;1;0;74091;74398
2;16.10.2020 0:00;1;0;73852;74069
3;16.10.2020 0:00;1;0;74360;75005
4;16.10.2020 0:00;1;0;76055;76664
5;16.10.2020 0:00;1;0;79718;79901
6;16.10.2020 0:00;1;0;83441;84046
7;16.10.2020 0:00;1;0;86775;87977
8;16.10.2020 0:00;1;0;90045;90863
9;16.10.2020 0:00;1;0;91174;91504
10;16.10.2020 0:00;1;0;90841;90838
11;16.10.2020 0:00;1;0;90573;90648
12;16.10.2020 0:00;1;0;90584;90882
13;16.10.2020 0:00;1;0;90675;91114
14;16.10.2020 0:00;1;0;90254;90924
15;16.10.2020 0:00;1;0;90398;91081
16;16.10.2020 0:00;1;0;91089;91715
17;16.10.2020 0:00;1;0;93526;93941
18;16.10.2020 0:00;1;0;93120;93853
19;16.10.2020 0:00;1;0;91141;92049
20;16.10.2020 0:00;1;0;89254;89661
21;16.10.2020 0:00;1;0;85954;86314
22;16.10.2020 0:00;1;0;82402;82305
23;16.10.2020 0:00;1;0;78885;79042
0;17.10.2020 0:00;1;0;76721;77392
1;17.10.2020 0:00;1;0;75704;75568
2;17.10.2020 0:00;1;0;74843;75235
3;17.10.2020 0:00;1;0;74922;75468
4;17.10.2020 0:00;1;0;76279;76358
5;17.10.2020 0:00;1;0;77816;78157
6;17.10.2020 0:00;1;0;80366;80832
7;17.10.2020 0:00;1;0;83127;83869
8;17.10.2020 0:00;1;0;86746;86884
9;17.10.2020 0:00;1;0;88131;88764
10;17.10.2020 0:00;1;0;88362;89206
11;17.10.2020 0:00;1;0;88607;88821
12;17.10.2020 0:00;1;0;88140;88423
13;17.10.2020 0:00;1;0;87846;88426
14;17.10.2020 0:00;1;0;88279;88383
15;17.10.2020 0:00;1;0;88803;88867
16;17.10.2020 0:00;1;0;90068;90347
17;17.10.2020 0:00;1;0;92822;93491
18;17.10.2020 0:00;1;0;92369;94088
19;17.10.2020 0:00;1;0;90239;91663
20;17.10.2020 0:00;1;0;87974;88838
21;17.10.2020 0:00;1;0;85649;85910
22;17.10.2020 0:00;1;0;81474;82323
23;17.10.2020 0:00;1;0;79170;79350
0;18.10.2020 0:00;1;0;77181;77266
1;18.10.2020 0:00;1;0;75737;76087
2;18.10.2020 0:00;1;0;75176;75421
3;18.10.2020 0:00;1;0;75239;75601
4;18.10.2020 0:00;1;0;75595;76493
5;18.10.2020 0:00;1;0;76891;78003
6;18.10.2020 0:00;1;0;78605;79796
7;18.10.2020 0:00;1;0;81228;82436
8;18.10.2020 0:00;1;0;84781;85553
9;18.10.2020 0:00;1;0;86579;87220
10;18.10.2020 0:00;1;0;87194;87547
11;18.10.2020 0:00;1;0;87532;87213
12;18.10.2020 0:00;1;0;87317;87580
13;18.10.2020 0:00;1;0;87379;87983
14;18.10.2020 0:00;1;0;87428;88133
15;18.10.2020 0:00;1;0;89019;88712
16;18.10.2020 0:00;1;0;90009;90426
17;18.10.2020 0:00;1;0;92702;93497
18;18.10.2020 0:00;1;0;92361;93664
19;18.10.2020 0:00;1;0;90836;92021
20;18.10.2020 0:00;1;0;88784;89192
21;18.10.2020 0:00;1;0;85455;85978
22;18.10.2020 0:00;1;0;81285;82261
23;18.10.2020 0:00;1;0;78613;78939
0;19.10.2020 0:00;1;0;76720;77133
1;19.10.2020 0:00;1;0;75750;75763
2;19.10.2020 0:00;1;0;74981;75528
3;19.10.2020 0:00;1;0;75975;76107
4;19.10.2020 0:00;1;0;77616;77904
5;19.10.2020 0:00;1;0;80700;81602
6;19.10.2020 0:00;1;0;85708;86545
7;19.10.2020 0:00;1;0;89676;90314
8;19.10.2020 0:00;1;0;92950;93944
9;19.10.2020 0:00;1;0;94003;95327
10;19.10.2020 0:00;1;0;93908;94307
11;19.10.2020 0:00;1;0;93414;93568
12;19.10.2020 0:00;1;0;93245;93743
13;19.10.2020 0:00;1;0;92982;93825
14;19.10.2020 0:00;1;0;93199;93568
15;19.10.2020 0:00;1;0;93313;93594
16;19.10.2020 0:00;1;0;93668;94556
17;19.10.2020 0:00;1;0;96224;96786
18;19.10.2020 0:00;1;0;95624;96550
19;19.10.2020 0:00;1;0;93310;94601
20;19.10.2020 0:00;1;0;91297;91963
21;19.10.2020 0:00;1;0;87642;87850
22;19.10.2020 0:00;1;0;83383;83798
23;19.10.2020 0:00;1;0;79868;80519
0;20.10.2020 0:00;1;0;78197;78170
1;20.10.2020 0:00;1;0;77119;77191
2;20.10.2020 0:00;1;0;76342;77173
3;20.10.2020 0:00;1;0;76653;77373
4;20.10.2020 0:00;1;0;79105;79495
5;20.10.2020 0:00;1;0;82023;82782
6;20.10.2020 0:00;1;0;86433;87640
7;20.10.2020 0:00;1;0;89845;91223
8;20.10.2020 0:00;1;0;93451;94308
9;20.10.2020 0:00;1;0;94285;94731
10;20.10.2020 0:00;1;0;93947;94453
11;20.10.2020 0:00;1;0;93289;93748
12;20.10.2020 0:00;1;0;92885;94032
13;20.10.2020 0:00;1;0;93180;93984
14;20.10.2020 0:00;1;0;93140;93208
15;20.10.2020 0:00;1;0;93386;93600
16;20.10.2020 0:00;1;0;94318;94790
17;20.10.2020 0:00;1;0;96846;97191
18;20.10.2020 0:00;1;0;96035;96849
19;20.10.2020 0:00;1;0;94125;94769
20;20.10.2020 0:00;1;0;92007;92466
21;20.10.2020 0:00;1;0;88542;88993
22;20.10.2020 0:00;1;0;84483;84416
23;20.10.2020 0:00;1;0;80883;81233
0;21.10.2020 0:00;1;0;79041;79308
1;21.10.2020 0:00;1;0;77260;78360
2;21.10.2020 0:00;1;0;77124;77498
3;21.10.2020 0:00;1;0;77047;77692
4;21.10.2020 0:00;1;0;79341;79815
5;21.10.2020 0:00;1;0;83166;83406
6;21.10.2020 0:00;1;0;87691;87976
7;21.10.2020 0:00;1;0;90903;91765
8;21.10.2020 0:00;1;0;94211;95224
9;21.10.2020 0:00;1;0;95222;96044
10;21.10.2020 0:00;1;0;95130;95459
11;21.10.2020 0:00;1;0;94590;94817
12;21.10.2020 0:00;1;0;94278;94703
13;21.10.2020 0:00;1;0;94486;94979
14;21.10.2020 0:00;1;0;94433;95033
15;21.10.2020 0:00;1;0;94606;95313
16;21.10.2020 0:00;1;0;95728;96054
17;21.10.2020 0:00;1;0;97708;98344
18;21.10.2020 0:00;1;0;96868;98446
19;21.10.2020 0:00;1;0;94735;95896
20;21.10.2020 0:00;1;0;93049;93242
21;21.10.2020 0:00;1;0;89192;89453
22;21.10.2020 0:00;1;0;84575;85706
23;21.10.2020 0:00;1;0;81387;81977
0;22.10.2020 0:00;1;0;79005;79712
1;22.10.2020 0:00;1;0;78018;78310
2;22.10.2020 0:00;1;0;77927;78016
3;22.10.2020 0:00;1;0;78577;78639
4;22.10.2020 0:00;1;0;80298;80639
5;22.10.2020 0:00;1;0;83899;84381
6;22.10.2020 0:00;1;0;88425;88877
7;22.10.2020 0:00;1;0;91650;92348
8;22.10.2020 0:00;1;0;95317;95500
9;22.10.2020 0:00;1;0;96249;96411
10;22.10.2020 0:00;1;0;96070;96244
11;22.10.2020 0:00;1;0;95360;95940
12;22.10.2020 0:00;1;0;95116;96054
13;22.10.2020 0:00;1;0;95632;95472
14;22.10.2020 0:00;1;0;95449;96014
15;22.10.2020 0:00;1;0;95499;96398
