INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
21;22.11.2020 0:00:00;1;0;95224
22;22.11.2020 0:00:00;1;0;91160
23;22.11.2020 0:00:00;1;0;88001
0;23.11.2020 0:00:00;1;0;86659
1;23.11.2020 0:00:00;1;0;85364
2;23.11.2020 0:00:00;1;0;84907
3;23.11.2020 0:00:00;1;0;85312
4;23.11.2020 0:00:00;1;0;87252
5;23.11.2020 0:00:00;1;0;91397
6;23.11.2020 0:00:00;1;0;96887
7;23.11.2020 0:00:00;1;0;101251
8;23.11.2020 0:00:00;1;0;104628
9;23.11.2020 0:00:00;1;0;105964
10;23.11.2020 0:00:00;1;0;105537
11;23.11.2020 0:00:00;1;0;104341
12;23.11.2020 0:00:00;1;0;104548
13;23.11.2020 0:00:00;1;0;104620
14;23.11.2020 0:00:00;1;0;104517
15;23.11.2020 0:00:00;1;0;105573
16;23.11.2020 0:00:00;1;0;106484
17;23.11.2020 0:00:00;1;0;105648
18;23.11.2020 0:00:00;1;0;104445
19;23.11.2020 0:00:00;1;0;102411
20;23.11.2020 0:00:00;1;0;99848
21;23.11.2020 0:00:00;1;0;96718
22;23.11.2020 0:00:00;1;0;91877
23;23.11.2020 0:00:00;1;0;88608
0;24.11.2020 0:00:00;1;0;86695
1;24.11.2020 0:00:00;1;0;85422
2;24.11.2020 0:00:00;1;0;85045
3;24.11.2020 0:00:00;1;0;85376
4;24.11.2020 0:00:00;1;0;86838
5;24.11.2020 0:00:00;1;0;91137
6;24.11.2020 0:00:00;1;0;96538
7;24.11.2020 0:00:00;1;0;100283
8;24.11.2020 0:00:00;1;0;103488
9;24.11.2020 0:00:00;1;0;104329
10;24.11.2020 0:00:00;1;0;104027
11;24.11.2020 0:00:00;1;0;103614
12;24.11.2020 0:00:00;1;0;103505
13;24.11.2020 0:00:00;1;0;103773
14;24.11.2020 0:00:00;1;0;103813
15;24.11.2020 0:00:00;1;0;104958
16;24.11.2020 0:00:00;1;0;105760
17;24.11.2020 0:00:00;1;0;104925
18;24.11.2020 0:00:00;1;0;104089
19;24.11.2020 0:00:00;1;0;101660
20;24.11.2020 0:00:00;1;0;99818
21;24.11.2020 0:00:00;1;0;96259
22;24.11.2020 0:00:00;1;0;92091
23;24.11.2020 0:00:00;1;0;89078
0;25.11.2020 0:00:00;1;0;86871
1;25.11.2020 0:00:00;1;0;85493
2;25.11.2020 0:00:00;1;0;85130
3;25.11.2020 0:00:00;1;0;85442
4;25.11.2020 0:00:00;1;0;87188
5;25.11.2020 0:00:00;1;0;91601
6;25.11.2020 0:00:00;1;0;96559
7;25.11.2020 0:00:00;1;0;100247
8;25.11.2020 0:00:00;1;0;103531
9;25.11.2020 0:00:00;1;0;104528
10;25.11.2020 0:00:00;1;0;104101
11;25.11.2020 0:00:00;1;0;103141
12;25.11.2020 0:00:00;1;0;102829
13;25.11.2020 0:00:00;1;0;103450
14;25.11.2020 0:00:00;1;0;103464
15;25.11.2020 0:00:00;1;0;104732
16;25.11.2020 0:00:00;1;0;105646
17;25.11.2020 0:00:00;1;0;105202
18;25.11.2020 0:00:00;1;0;104139
19;25.11.2020 0:00:00;1;0;101608
20;25.11.2020 0:00:00;1;0;99516
21;25.11.2020 0:00:00;1;0;96465
22;25.11.2020 0:00:00;1;0;92482
23;25.11.2020 0:00:00;1;0;89266
0;26.11.2020 0:00:00;1;0;87223
1;26.11.2020 0:00:00;1;0;85634
2;26.11.2020 0:00:00;1;0;85184
3;26.11.2020 0:00:00;1;0;85853
4;26.11.2020 0:00:00;1;0;87847
5;26.11.2020 0:00:00;1;0;91572
6;26.11.2020 0:00:00;1;0;96697
7;26.11.2020 0:00:00;1;0;100466
8;26.11.2020 0:00:00;1;0;103799
9;26.11.2020 0:00:00;1;0;104330
10;26.11.2020 0:00:00;1;0;103926
11;26.11.2020 0:00:00;1;0;103651
12;26.11.2020 0:00:00;1;0;103246
13;26.11.2020 0:00:00;1;0;103713
14;26.11.2020 0:00:00;1;0;104255
15;26.11.2020 0:00:00;1;0;104918
16;26.11.2020 0:00:00;1;0;106142
17;26.11.2020 0:00:00;1;0;105528
18;26.11.2020 0:00:00;1;0;104413
19;26.11.2020 0:00:00;1;0;102337
20;26.11.2020 0:00:00;1;0;100532
21;26.11.2020 0:00:00;1;0;97085
22;26.11.2020 0:00:00;1;0;92911
23;26.11.2020 0:00:00;1;0;89744
0;27.11.2020 0:00:00;1;0;87329
1;27.11.2020 0:00:00;1;0;85954
2;27.11.2020 0:00:00;1;0;85498
3;27.11.2020 0:00:00;1;0;86317
4;27.11.2020 0:00:00;1;0;88143
5;27.11.2020 0:00:00;1;0;92132
6;27.11.2020 0:00:00;1;0;97338
7;27.11.2020 0:00:00;1;0;101137
8;27.11.2020 0:00:00;1;0;104224
9;27.11.2020 0:00:00;1;0;104914
10;27.11.2020 0:00:00;1;0;104826
11;27.11.2020 0:00:00;1;0;104194
12;27.11.2020 0:00:00;1;0;104091
13;27.11.2020 0:00:00;1;0;104334
14;27.11.2020 0:00:00;1;0;104635
15;27.11.2020 0:00:00;1;0;105594
16;27.11.2020 0:00:00;1;0;106331
17;27.11.2020 0:00:00;1;0;105679
18;27.11.2020 0:00:00;1;0;104301
19;27.11.2020 0:00:00;1;0;102139
20;27.11.2020 0:00:00;1;0;99942
21;27.11.2020 0:00:00;1;0;98026
22;27.11.2020 0:00:00;1;0;93901
23;27.11.2020 0:00:00;1;0;0
0;28.11.2020 0:00:00;1;0;0
1;28.11.2020 0:00:00;1;0;0
2;28.11.2020 0:00:00;1;0;0
3;28.11.2020 0:00:00;1;0;0
4;28.11.2020 0:00:00;1;0;0
5;28.11.2020 0:00:00;1;0;0
6;28.11.2020 0:00:00;1;0;0
7;28.11.2020 0:00:00;1;0;0
8;28.11.2020 0:00:00;1;0;0
9;28.11.2020 0:00:00;1;0;0
10;28.11.2020 0:00:00;1;0;0
11;28.11.2020 0:00:00;1;0;0
12;28.11.2020 0:00:00;1;0;0
13;28.11.2020 0:00:00;1;0;0
14;28.11.2020 0:00:00;1;0;0
15;28.11.2020 0:00:00;1;0;0
16;28.11.2020 0:00:00;1;0;0
17;28.11.2020 0:00:00;1;0;0
18;28.11.2020 0:00:00;1;0;0
19;28.11.2020 0:00:00;1;0;0
20;28.11.2020 0:00:00;1;0;0
21;28.11.2020 0:00:00;1;0;0
22;28.11.2020 0:00:00;1;0;0
23;28.11.2020 0:00:00;;;
